cycle,current_date,day_of_simulation,nb_susceptible,nb_exposed,nb_infectious_symptomatic,nb_infectious_asymptomatic,nb_recovered,nb_immune,nb_Qs,nb_Qa,nb_H,nb_D,nb_mask,nb_hand_wash,nb_social_distance,R0,infected_today,tot_infected,semaphore,hospitalized_today,tot_hosp,deaths_today,tot_deaths
2160,date ('2020-08-21 00:00:00'),90,21066,3,12,2,0,31,6,0,0,1,229,253,267,1.0,1,50,0.3,0,1,0,1
2184,date ('2020-08-22 00:00:00'),91,21066,3,12,2,0,31,6,0,0,1,38,42,54,1.0,0,50,0.3,0,1,0,1
2208,date ('2020-08-23 00:00:00'),92,21065,4,11,2,0,32,5,0,0,1,29,29,39,1.0,1,51,0.3,0,1,0,1
2232,date ('2020-08-24 00:00:00'),93,21065,2,13,2,0,32,5,0,0,1,27,28,46,1.0,0,51,0.3,0,1,0,1
2256,date ('2020-08-25 00:00:00'),94,21065,2,10,2,0,35,5,0,0,1,31,22,29,1.0,0,51,0.3,0,1,0,1
2280,date ('2020-08-26 00:00:00'),95,21064,2,10,2,0,36,4,0,0,1,33,35,28,1.0,1,52,0.3,0,1,0,1
2304,date ('2020-08-27 00:00:00'),96,21064,2,10,2,0,36,4,0,0,1,32,32,37,1.0,0,52,0.3,0,1,0,1
2328,date ('2020-08-28 00:00:00'),97,21063,3,10,2,0,36,4,0,0,1,32,31,34,1.0,1,53,0.3,0,1,0,1
2352,date ('2020-08-29 00:00:00'),98,21062,4,9,2,0,37,3,0,0,1,30,23,32,1.0,1,54,0.3,0,1,0,1
2376,date ('2020-08-30 00:00:00'),99,21061,3,11,2,0,37,5,0,0,1,41,34,30,1.0,1,55,0.3,0,1,0,1
2400,date ('2020-08-31 00:00:00'),100,21060,4,11,2,0,37,5,0,0,1,34,37,35,1.0,1,56,0.3,0,1,0,1
2424,date ('2020-09-01 00:00:00'),101,21060,3,12,1,0,38,5,0,0,1,26,31,24,1.0,0,56,0.3,0,1,0,1
2448,date ('2020-09-02 00:00:00'),102,21060,2,12,1,0,39,5,0,0,1,36,30,37,1.0,0,56,0.3,0,1,0,1
2472,date ('2020-09-03 00:00:00'),103,21059,3,11,1,0,40,4,0,0,1,24,34,27,1.0,1,57,0.3,0,1,0,1
2496,date ('2020-09-04 00:00:00'),104,21059,2,12,0,0,41,4,0,0,1,32,34,36,1.0,0,57,0.3,0,1,0,1
2520,date ('2020-09-05 00:00:00'),105,21057,3,12,0,0,42,5,0,0,1,31,29,25,1.0,2,59,0.3,0,1,0,1
2544,date ('2020-09-06 00:00:00'),106,21057,3,12,0,0,42,5,0,0,1,29,29,25,1.0,0,59,0.3,0,1,0,1
2568,date ('2020-09-07 00:00:00'),107,21057,3,12,0,0,42,5,0,0,1,23,29,25,1.0,0,59,0.3,0,1,0,1
2592,date ('2020-09-08 00:00:00'),108,21056,4,12,0,0,42,5,0,0,1,34,40,25,1.0,1,60,0.3,0,1,0,1
2616,date ('2020-09-09 00:00:00'),109,21055,5,12,0,0,42,5,0,0,1,28,29,30,1.0,1,61,0.3,0,1,0,1
2640,date ('2020-09-10 00:00:00'),110,21054,3,15,0,0,42,7,0,0,1,31,27,29,1.0,1,62,0.3,0,1,0,1
2664,date ('2020-09-11 00:00:00'),111,21054,2,14,0,0,44,8,0,0,1,34,36,34,1.0,0,62,0.3,0,1,0,1
2688,date ('2020-09-12 00:00:00'),112,21053,2,14,0,0,45,7,0,0,1,43,33,32,1.0,1,63,0.3,0,1,0,1
2712,date ('2020-09-13 00:00:00'),113,21053,2,14,0,0,45,7,0,0,1,24,30,40,1.0,0,63,0.3,0,1,0,1
2736,date ('2020-09-14 00:00:00'),114,21053,1,15,0,0,45,8,0,0,1,35,33,35,1.0,0,63,0.3,0,1,0,1
2760,date ('2020-09-15 00:00:00'),115,21052,2,15,0,0,45,8,0,0,1,37,36,32,1.0,1,64,0.3,0,1,0,1
2784,date ('2020-09-16 00:00:00'),116,21051,3,15,0,0,45,8,0,0,1,33,32,44,1.0,1,65,0.3,0,1,0,1
2808,date ('2020-09-17 00:00:00'),117,21050,4,15,0,0,45,8,0,0,1,27,30,28,1.0,1,66,0.3,0,1,0,1
2832,date ('2020-09-18 00:00:00'),118,21049,5,15,0,0,45,8,0,0,1,23,43,36,1.0,1,67,0.3,0,1,0,1
2856,date ('2020-09-19 00:00:00'),119,21048,6,15,0,0,45,8,0,0,1,42,25,31,1.0,1,68,0.3,0,1,0,1
