cycle,current_date,day_of_simulation,nb_susceptible,nb_exposed,nb_infectious_symptomatic,nb_infectious_asymptomatic,nb_recovered,nb_immune,nb_Qs,nb_Qa,nb_H,nb_D,nb_mask,nb_hand_wash,nb_social_distance,R0,infected_today,tot_infected,semaphore,hospitalized_today,tot_hosp,deaths_today,tot_deaths
528,date ('2020-06-14 00:00:00'),22,21101,5,7,1,0,1,2,0,1,0,244,243,236,0.0,1,15,0.5,0,1,0,0
552,date ('2020-06-15 00:00:00'),23,21100,4,9,1,0,1,2,0,1,0,266,296,300,0.0,1,16,0.5,0,1,0,0
576,date ('2020-06-16 00:00:00'),24,21100,2,10,2,0,1,2,1,1,0,329,391,354,0.0,0,16,0.5,0,1,0,0
600,date ('2020-06-17 00:00:00'),25,21100,2,10,1,0,2,2,1,1,0,447,415,395,0.0,0,16,0.5,0,1,0,0
624,date ('2020-06-18 00:00:00'),26,21099,2,10,1,0,3,2,1,1,0,531,527,512,0.0,1,17,0.5,0,1,0,0
648,date ('2020-06-19 00:00:00'),27,21099,2,10,1,0,3,2,1,1,0,597,612,607,0.0,0,17,0.5,0,1,0,0
672,date ('2020-06-20 00:00:00'),28,21098,2,11,1,0,3,3,1,1,0,721,690,738,0.0,1,18,0.5,0,1,0,0
696,date ('2020-06-21 00:00:00'),29,21098,2,11,1,0,3,3,1,1,0,790,846,786,0.0,0,18,0.5,0,1,0,0
720,date ('2020-06-22 00:00:00'),30,21098,1,11,1,0,4,2,1,1,0,918,950,958,0.0,0,18,0.5,0,1,0,0
744,date ('2020-06-23 00:00:00'),31,21098,1,11,1,0,4,2,1,1,0,1064,1020,1059,0.0,0,18,0.5,0,1,0,0
768,date ('2020-06-24 00:00:00'),32,21097,2,10,1,0,5,2,1,1,0,1081,1130,1139,0.0,1,19,0.5,0,1,0,0
792,date ('2020-06-25 00:00:00'),33,21096,2,11,1,0,5,3,1,1,0,1297,1182,1249,0.0,1,20,0.5,0,1,0,0
816,date ('2020-06-26 00:00:00'),34,21095,2,9,1,0,8,3,1,0,0,1230,1269,1276,0.0,1,21,0.3,0,1,0,0
840,date ('2020-06-27 00:00:00'),35,21094,3,9,1,0,8,3,1,0,0,229,237,208,0.0,1,22,0.3,0,1,0,0
864,date ('2020-06-28 00:00:00'),36,21092,4,10,1,0,8,3,1,0,0,50,46,44,0.0,2,24,0.3,0,1,0,0
888,date ('2020-06-29 00:00:00'),37,21092,4,10,1,0,8,3,1,0,0,30,40,40,0.0,0,24,0.3,0,1,0,0
912,date ('2020-06-30 00:00:00'),38,21091,5,9,1,0,9,3,1,0,0,21,36,37,0.0,1,25,0.3,0,1,0,0
936,date ('2020-07-01 00:00:00'),39,21091,5,9,1,0,9,3,1,0,0,40,24,37,0.0,0,25,0.3,0,1,0,0
960,date ('2020-07-02 00:00:00'),40,21090,6,9,1,0,9,3,1,0,0,31,36,36,0.0,1,26,0.3,0,1,0,0
984,date ('2020-07-03 00:00:00'),41,21090,5,10,0,0,10,4,0,0,0,35,36,37,0.0,0,26,0.3,0,1,0,0
1008,date ('2020-07-04 00:00:00'),42,21090,3,12,0,0,10,5,0,1,0,41,37,35,0.0,0,26,0.5,1,2,0,0
1032,date ('2020-07-05 00:00:00'),43,21089,3,13,0,0,10,5,0,1,0,230,207,211,0.0,1,27,0.5,0,2,0,0
1056,date ('2020-07-06 00:00:00'),44,21088,3,14,0,0,10,5,0,1,0,252,291,286,0.0,1,28,0.5,0,2,0,0
1080,date ('2020-07-07 00:00:00'),45,21087,4,14,0,0,10,5,0,1,0,341,381,377,0.0,1,29,0.5,0,2,0,0
1104,date ('2020-07-08 00:00:00'),46,21087,1,16,0,0,11,4,0,1,0,382,418,422,0.0,0,29,0.5,0,2,0,0
1128,date ('2020-07-09 00:00:00'),47,21086,2,15,0,0,12,4,0,1,0,508,496,526,0.0,1,30,0.5,0,2,0,0
1152,date ('2020-07-10 00:00:00'),48,21086,2,15,0,0,12,4,0,1,0,649,685,592,0.0,0,30,0.5,0,2,0,0
1176,date ('2020-07-11 00:00:00'),49,21086,1,14,1,0,12,4,1,1,1,686,695,730,0.0,0,30,0.5,0,2,1,1
1200,date ('2020-07-12 00:00:00'),50,21085,2,14,1,0,12,4,1,1,1,855,828,817,0.0,1,31,0.5,0,2,0,1
1224,date ('2020-07-13 00:00:00'),51,21084,3,14,1,0,12,4,1,1,1,970,955,987,0.0,1,32,0.5,0,2,0,1
1248,date ('2020-07-14 00:00:00'),52,21083,3,14,2,0,12,4,2,1,1,984,1019,1026,0.0,1,33,0.5,0,2,0,1
1272,date ('2020-07-15 00:00:00'),53,21082,3,14,2,0,13,4,2,1,1,1138,1120,1185,0.0,1,34,0.5,0,2,0,1
1296,date ('2020-07-16 00:00:00'),54,21082,3,13,2,0,14,4,2,0,1,1204,1178,1251,0.0,0,34,0.3,0,2,0,1
1320,date ('2020-07-17 00:00:00'),55,21082,3,13,2,0,14,4,2,0,1,180,220,212,0.0,0,34,0.3,0,2,0,1
1344,date ('2020-07-18 00:00:00'),56,21082,2,13,2,0,15,5,2,0,1,32,40,37,0.0,0,34,0.3,0,2,0,1
1368,date ('2020-07-19 00:00:00'),57,21081,2,14,2,0,15,6,2,0,1,30,34,24,0.0,1,35,0.3,0,2,0,1
1392,date ('2020-07-20 00:00:00'),58,21080,2,15,2,0,15,6,2,0,1,36,31,34,0.0,1,36,0.3,0,2,0,1
1416,date ('2020-07-21 00:00:00'),59,21080,1,16,1,0,16,7,1,0,1,31,40,28,0.0,0,36,0.3,0,2,0,1
1440,date ('2020-07-22 00:00:00'),60,21079,0,17,1,0,17,7,1,0,1,35,29,32,0.0,1,37,0.3,0,2,0,1
1464,date ('2020-07-23 00:00:00'),61,21079,0,16,1,0,18,7,1,0,1,29,38,37,0.0,0,37,0.3,0,2,0,1
1488,date ('2020-07-24 00:00:00'),62,21078,1,15,1,0,19,6,1,0,1,30,41,28,0.0,1,38,0.3,0,2,0,1
1512,date ('2020-07-25 00:00:00'),63,21078,1,15,1,0,19,6,1,0,1,29,45,30,0.0,0,38,0.3,0,2,0,1
1536,date ('2020-07-26 00:00:00'),64,21077,2,13,1,0,21,4,1,0,1,28,43,28,0.0,1,39,0.3,0,2,0,1
1560,date ('2020-07-27 00:00:00'),65,21077,1,14,1,0,21,5,1,0,1,32,37,37,0.0,0,39,0.3,0,2,0,1
1584,date ('2020-07-28 00:00:00'),66,21076,1,13,1,0,23,6,1,0,1,29,33,31,0.0,1,40,0.3,0,2,0,1
1608,date ('2020-07-29 00:00:00'),67,21076,1,12,1,0,24,6,1,0,1,28,43,33,0.0,0,40,0.3,0,2,0,1
1632,date ('2020-07-30 00:00:00'),68,21074,3,12,1,0,24,6,1,0,1,38,36,36,0.0,2,42,0.3,0,2,0,1
1656,date ('2020-07-31 00:00:00'),69,21073,4,12,1,0,24,6,1,0,1,22,33,24,0.0,1,43,0.3,0,2,0,1
1680,date ('2020-08-01 00:00:00'),70,21072,5,12,0,0,25,6,0,0,1,27,26,44,0.0,1,44,0.3,0,2,0,1
1704,date ('2020-08-02 00:00:00'),71,21072,5,12,0,0,25,6,0,0,1,29,39,28,0.0,0,44,0.3,0,2,0,1
1728,date ('2020-08-03 00:00:00'),72,21071,5,13,0,0,25,7,0,0,1,37,28,33,0.0,1,45,0.3,0,2,0,1
1752,date ('2020-08-04 00:00:00'),73,21071,4,14,0,0,25,8,0,0,1,30,47,30,0.0,0,45,0.3,0,2,0,1
1776,date ('2020-08-05 00:00:00'),74,21070,3,15,0,0,26,7,0,1,1,28,31,36,0.0,1,46,0.5,1,3,0,1
1800,date ('2020-08-06 00:00:00'),75,21069,4,14,0,0,27,7,0,1,1,199,214,235,0.0,1,47,0.5,0,3,0,1
1824,date ('2020-08-07 00:00:00'),76,21069,3,14,0,0,28,8,0,1,1,246,279,285,0.0,0,47,0.5,0,3,0,1
1848,date ('2020-08-08 00:00:00'),77,21069,2,14,0,0,29,8,0,1,1,347,340,391,0.0,0,47,0.5,0,3,0,1
1872,date ('2020-08-09 00:00:00'),78,21069,2,14,0,0,29,8,0,1,1,387,433,443,0.0,0,47,0.5,0,3,0,1
1896,date ('2020-08-10 00:00:00'),79,21068,3,14,0,0,29,8,0,1,1,517,554,494,0.0,1,48,0.5,0,3,0,1
1920,date ('2020-08-11 00:00:00'),80,21067,3,14,1,0,29,8,0,1,1,580,629,630,0.0,1,49,0.5,0,3,0,1
1944,date ('2020-08-12 00:00:00'),81,21066,3,15,1,0,29,8,0,1,1,755,691,714,0.0,1,50,0.5,0,3,0,1
1968,date ('2020-08-13 00:00:00'),82,21065,4,13,1,0,31,8,0,1,1,827,771,795,0.0,1,51,0.5,0,3,0,1
1992,date ('2020-08-14 00:00:00'),83,21064,5,13,1,0,31,8,0,1,1,899,945,930,0.0,1,52,0.5,0,3,0,1
2016,date ('2020-08-15 00:00:00'),84,21064,4,14,1,0,31,8,0,1,1,1029,1075,998,0.0,0,52,0.5,0,3,0,1
2040,date ('2020-08-16 00:00:00'),85,21064,3,14,1,0,32,7,0,1,1,1122,1160,1147,0.0,0,52,0.5,0,3,0,1
2064,date ('2020-08-17 00:00:00'),86,21064,2,15,1,0,32,8,0,1,1,1224,1276,1219,0.0,0,52,0.5,0,3,0,1
2088,date ('2020-08-18 00:00:00'),87,21063,3,14,1,0,33,7,0,1,1,1285,1326,1215,0.0,1,53,0.5,0,3,0,1
2112,date ('2020-08-19 00:00:00'),88,21062,4,13,1,0,34,7,0,1,1,1392,1298,1366,0.0,1,54,0.5,0,3,0,1
2136,date ('2020-08-20 00:00:00'),89,21062,3,13,1,0,35,6,0,1,1,1396,1367,1453,0.0,0,54,0.5,0,3,0,1
2160,date ('2020-08-21 00:00:00'),90,21061,4,13,1,0,35,6,0,1,1,1453,1462,1541,0.0,1,55,0.5,0,3,0,1
2184,date ('2020-08-22 00:00:00'),91,21060,5,11,1,0,37,5,0,1,1,1524,1479,1556,0.0,1,56,0.5,0,3,0,1
2208,date ('2020-08-23 00:00:00'),92,21059,4,12,1,0,38,6,0,1,1,1510,1471,1523,0.0,1,57,0.5,0,3,0,1
2232,date ('2020-08-24 00:00:00'),93,21059,4,12,1,0,38,6,0,1,1,1572,1489,1611,0.0,0,57,0.5,0,3,0,1
2256,date ('2020-08-25 00:00:00'),94,21059,2,14,1,0,38,6,0,1,1,1599,1508,1601,0.0,0,57,0.5,0,3,0,1
2280,date ('2020-08-26 00:00:00'),95,21059,1,13,0,0,41,5,0,1,1,1561,1621,1562,0.0,0,57,0.5,0,3,0,1
2304,date ('2020-08-27 00:00:00'),96,21059,0,14,0,0,41,6,0,1,1,1598,1597,1500,0.0,0,57,0.5,0,3,0,1
2328,date ('2020-08-28 00:00:00'),97,21058,1,13,0,0,42,5,0,1,1,1637,1690,1654,0.0,1,58,0.5,0,3,0,1
2352,date ('2020-08-29 00:00:00'),98,21057,2,13,0,0,42,5,0,1,1,1586,1583,1613,0.0,1,59,0.5,0,3,0,1
2376,date ('2020-08-30 00:00:00'),99,21056,3,13,0,0,42,5,0,1,1,1649,1634,1645,0.0,1,60,0.5,0,3,0,1
2400,date ('2020-08-31 00:00:00'),100,21055,4,12,0,0,43,4,0,1,1,1626,1609,1678,0.0,1,61,0.5,0,3,0,1
2424,date ('2020-09-01 00:00:00'),101,21054,5,11,0,0,44,3,0,1,1,1596,1604,1640,0.0,1,62,0.5,0,3,0,1
2448,date ('2020-09-02 00:00:00'),102,21054,5,11,0,0,44,3,0,1,1,1636,1572,1536,0.0,0,62,0.5,0,3,0,1
2472,date ('2020-09-03 00:00:00'),103,21053,4,12,1,0,44,3,0,1,1,1652,1681,1651,0.0,1,63,0.5,0,3,0,1
2496,date ('2020-09-04 00:00:00'),104,21052,5,12,1,0,44,3,0,1,1,1626,1576,1638,0.0,1,64,0.5,0,3,0,1
2520,date ('2020-09-05 00:00:00'),105,21051,6,12,1,0,44,3,0,1,1,1674,1636,1662,0.0,1,65,0.5,0,3,0,1
2544,date ('2020-09-06 00:00:00'),106,21050,4,15,1,0,44,4,0,1,1,1602,1640,1588,0.0,1,66,0.5,0,3,0,1
2568,date ('2020-09-07 00:00:00'),107,21050,4,15,1,0,44,4,0,1,1,1592,1664,1626,0.0,0,66,0.5,0,3,0,1
2592,date ('2020-09-08 00:00:00'),108,21049,4,15,1,0,45,5,0,1,1,1708,1516,1636,0.0,1,67,0.5,0,3,0,1
2616,date ('2020-09-09 00:00:00'),109,21048,4,15,2,0,45,5,0,1,1,1593,1663,1596,0.0,1,68,0.5,0,3,0,1
2640,date ('2020-09-10 00:00:00'),110,21048,2,16,2,0,46,6,0,1,1,1627,1674,1605,0.0,0,68,0.5,0,3,0,1
2664,date ('2020-09-11 00:00:00'),111,21048,2,16,2,0,46,6,0,1,1,1591,1673,1671,0.0,0,68,0.5,0,3,0,1
2688,date ('2020-09-12 00:00:00'),112,21047,3,15,2,0,47,6,0,1,1,1642,1634,1553,0.0,1,69,0.5,0,3,0,1
2712,date ('2020-09-13 00:00:00'),113,21047,3,15,2,0,47,6,0,1,1,1573,1611,1641,0.0,0,69,0.5,0,3,0,1
2736,date ('2020-09-14 00:00:00'),114,21047,2,15,1,0,49,6,0,1,1,1629,1626,1613,0.0,0,69,0.5,0,3,0,1
2760,date ('2020-09-15 00:00:00'),115,21046,2,14,1,0,51,4,0,1,1,1653,1715,1621,0.0,1,70,0.5,0,3,0,1
2784,date ('2020-09-16 00:00:00'),116,21045,3,13,1,0,52,4,0,1,1,1672,1664,1616,0.0,1,71,0.5,0,3,0,1
2808,date ('2020-09-17 00:00:00'),117,21045,3,12,1,0,53,4,0,0,1,1646,1575,1634,0.0,0,71,0.3,0,3,0,1
2832,date ('2020-09-18 00:00:00'),118,21044,4,12,1,0,53,4,0,0,1,277,270,287,0.0,1,72,0.3,0,3,0,1
2856,date ('2020-09-19 00:00:00'),119,21044,3,13,1,0,53,5,0,0,1,47,55,44,0.0,0,72,0.3,0,3,0,1
