cycle,current_date,day_of_simulation,nb_susceptible,nb_exposed,nb_infectious_symptomatic,nb_infectious_asymptomatic,nb_recovered,nb_immune,nb_Qs,nb_Qa,nb_H,nb_D,nb_mask,nb_hand_wash,nb_social_distance,R0,infected_today,tot_infected,semaphore
648,date ('2020-06-19 00:00:00'),27,21099,2,11,2,0,1,5,1,0,0,21,24,35,0.0,1,17,0.3
672,date ('2020-06-20 00:00:00'),28,21099,1,12,2,0,1,6,1,0,0,30,33,36,0.0,0,17,0.3
696,date ('2020-06-21 00:00:00'),29,21098,1,13,2,0,1,6,1,0,0,37,44,37,0.0,1,18,0.3
720,date ('2020-06-22 00:00:00'),30,21098,1,13,2,0,1,6,1,0,0,33,28,47,0.0,0,18,0.3
744,date ('2020-06-23 00:00:00'),31,21098,1,13,2,0,1,6,1,0,0,31,28,30,0.0,0,18,0.3
768,date ('2020-06-24 00:00:00'),32,21097,2,12,2,0,2,5,1,0,0,34,29,35,0.0,1,19,0.3
792,date ('2020-06-25 00:00:00'),33,21096,2,13,2,0,2,6,1,0,0,23,25,41,0.0,1,20,0.3
816,date ('2020-06-26 00:00:00'),34,21095,2,14,2,0,2,6,1,0,0,33,29,31,0.0,1,21,0.3
840,date ('2020-06-27 00:00:00'),35,21094,3,13,2,0,2,5,1,0,1,34,23,27,0.0,1,22,0.3
864,date ('2020-06-28 00:00:00'),36,21093,4,13,2,0,2,5,1,0,1,39,30,34,0.0,1,23,0.3
888,date ('2020-06-29 00:00:00'),37,21093,3,12,1,0,4,6,0,0,2,37,36,37,0.0,0,23,0.3
912,date ('2020-06-30 00:00:00'),38,21091,5,12,1,0,4,6,0,0,2,21,27,38,0.0,2,25,0.3
936,date ('2020-07-01 00:00:00'),39,21090,5,12,1,0,5,6,0,0,2,30,38,29,0.0,1,26,0.3
960,date ('2020-07-02 00:00:00'),40,21089,4,14,1,0,5,6,0,0,2,29,32,31,0.0,1,27,0.3
984,date ('2020-07-03 00:00:00'),41,21088,5,13,1,0,6,6,0,0,2,32,32,31,0.0,1,28,0.3
1008,date ('2020-07-04 00:00:00'),42,21087,4,12,2,0,7,5,0,0,3,24,23,35,0.0,1,29,0.3
1032,date ('2020-07-05 00:00:00'),43,21087,3,13,2,0,7,6,0,0,3,31,30,34,0.0,0,29,0.3
1056,date ('2020-07-06 00:00:00'),44,21087,2,14,1,0,8,6,0,0,3,29,33,30,0.0,0,29,0.3
1080,date ('2020-07-07 00:00:00'),45,21086,1,16,1,0,8,7,0,0,3,27,38,25,0.0,1,30,0.3
1104,date ('2020-07-08 00:00:00'),46,21085,2,16,1,0,8,7,0,0,3,38,22,30,0.0,1,31,0.3
1128,date ('2020-07-09 00:00:00'),47,21085,2,16,1,0,8,7,0,0,3,30,23,35,0.0,0,31,0.3
1152,date ('2020-07-10 00:00:00'),48,21084,3,16,1,0,8,7,0,0,3,29,37,33,0.0,1,32,0.3
1176,date ('2020-07-11 00:00:00'),49,21084,2,17,1,0,8,7,0,0,3,36,38,30,0.0,0,32,0.3
1200,date ('2020-07-12 00:00:00'),50,21084,2,15,1,0,10,6,0,0,3,32,39,28,0.0,0,32,0.3
1224,date ('2020-07-13 00:00:00'),51,21084,1,16,1,0,10,6,0,0,3,46,31,35,0.0,0,32,0.3
1248,date ('2020-07-14 00:00:00'),52,21084,1,15,1,0,11,6,0,0,3,32,26,34,0.0,0,32,0.3
1272,date ('2020-07-15 00:00:00'),53,21083,2,13,1,0,13,6,0,0,3,25,28,35,0.0,1,33,0.3
1296,date ('2020-07-16 00:00:00'),54,21083,2,13,1,0,13,6,0,0,3,30,32,36,0.0,0,33,0.3
1320,date ('2020-07-17 00:00:00'),55,21082,3,12,1,0,14,6,0,0,3,28,48,32,0.0,1,34,0.3
1344,date ('2020-07-18 00:00:00'),56,21082,3,11,1,0,15,6,0,0,3,28,31,28,0.0,0,34,0.3
1368,date ('2020-07-19 00:00:00'),57,21081,4,10,1,0,16,6,0,0,3,35,40,46,0.0,1,35,0.3
1392,date ('2020-07-20 00:00:00'),58,21081,3,10,1,0,17,6,0,0,3,30,49,30,0.0,0,35,0.3
1416,date ('2020-07-21 00:00:00'),59,21080,3,11,1,0,17,7,0,0,3,30,29,29,0.0,1,36,0.3
