cycle,current_date,day_of_simulation,nb_susceptible,nb_exposed,nb_infectious_symptomatic,nb_infectious_asymptomatic,nb_recovered,nb_immune,nb_Qs,nb_Qa,nb_H,nb_D,nb_mask,nb_hand_wash,nb_social_distance,R0,infected_today,tot_infected,semaphore
504,date ('2020-06-13 00:00:00'),21,21104,2,5,0,0,3,1,0,0,1,47,48,47,0.0,0,12,0.3
528,date ('2020-06-14 00:00:00'),22,21103,2,6,0,0,3,2,0,0,1,34,24,39,0.0,1,13,0.3
552,date ('2020-06-15 00:00:00'),23,21102,3,6,0,0,3,2,0,0,1,25,19,27,0.0,1,14,0.3
576,date ('2020-06-16 00:00:00'),24,21101,4,6,0,0,3,2,0,0,1,32,30,25,0.0,1,15,0.3
600,date ('2020-06-17 00:00:00'),25,21100,5,6,0,0,3,2,0,0,1,35,23,39,0.0,1,16,0.3
624,date ('2020-06-18 00:00:00'),26,21100,5,6,0,0,3,2,0,0,1,34,29,27,0.0,0,16,0.3
648,date ('2020-06-19 00:00:00'),27,21100,4,6,1,0,3,2,0,0,1,30,36,42,0.0,0,16,0.3
672,date ('2020-06-20 00:00:00'),28,21100,3,7,1,0,3,3,0,0,1,21,18,40,0.0,0,16,0.3
696,date ('2020-06-21 00:00:00'),29,21099,4,7,1,0,3,3,0,0,1,28,21,30,0.0,1,17,0.3
720,date ('2020-06-22 00:00:00'),30,21098,3,9,1,0,3,4,0,0,1,30,27,27,0.0,1,18,0.3
744,date ('2020-06-23 00:00:00'),31,21097,4,9,1,0,3,4,0,0,1,28,30,30,0.0,1,19,0.3
768,date ('2020-06-24 00:00:00'),32,21097,4,8,1,0,4,4,0,0,1,26,32,32,0.0,0,19,0.3
792,date ('2020-06-25 00:00:00'),33,21096,3,9,2,0,4,4,0,0,1,39,42,38,0.0,1,20,0.3
816,date ('2020-06-26 00:00:00'),34,21096,3,9,2,0,4,4,0,0,1,39,28,34,0.0,0,20,0.3
840,date ('2020-06-27 00:00:00'),35,21096,3,9,2,0,4,4,0,0,1,36,25,36,0.0,0,20,0.3
864,date ('2020-06-28 00:00:00'),36,21095,2,10,2,0,5,6,0,0,1,37,26,26,0.0,1,21,0.3
888,date ('2020-06-29 00:00:00'),37,21094,3,10,2,0,5,6,0,0,1,34,17,37,0.0,1,22,0.3
912,date ('2020-06-30 00:00:00'),38,21094,3,10,2,0,5,6,0,0,1,32,29,36,0.0,0,22,0.3
936,date ('2020-07-01 00:00:00'),39,21092,5,10,2,0,5,6,0,0,1,25,33,37,0.0,2,24,0.3
960,date ('2020-07-02 00:00:00'),40,21092,4,10,2,0,6,7,0,0,1,28,32,29,0.0,0,24,0.3
984,date ('2020-07-03 00:00:00'),41,21091,5,10,2,0,6,7,0,0,1,28,37,30,0.0,1,25,0.3
1008,date ('2020-07-04 00:00:00'),42,21090,5,11,1,0,6,8,0,0,2,28,38,39,0.5,1,26,0.3
1032,date ('2020-07-05 00:00:00'),43,21090,4,12,1,0,6,9,0,0,2,32,35,35,0.5,0,26,0.3
1056,date ('2020-07-06 00:00:00'),44,21089,4,12,0,0,7,8,0,0,3,33,27,30,0.3333333333333333,1,27,0.3
1080,date ('2020-07-07 00:00:00'),45,21088,3,14,0,0,7,9,0,0,3,28,29,30,0.3333333333333333,1,28,0.3
1104,date ('2020-07-08 00:00:00'),46,21088,3,14,0,0,7,9,0,0,3,23,45,37,0.3333333333333333,0,28,0.3
1128,date ('2020-07-09 00:00:00'),47,21087,3,15,0,0,7,10,0,0,3,29,33,39,0.3333333333333333,1,29,0.3
1152,date ('2020-07-10 00:00:00'),48,21086,4,14,0,0,8,9,0,0,3,43,27,27,0.3333333333333333,1,30,0.3
1176,date ('2020-07-11 00:00:00'),49,21085,4,15,0,0,8,9,0,0,3,21,30,27,0.3333333333333333,1,31,0.3
1200,date ('2020-07-12 00:00:00'),50,21085,4,15,0,0,8,9,0,0,3,37,41,31,0.3333333333333333,0,31,0.3
1224,date ('2020-07-13 00:00:00'),51,21084,4,15,0,0,9,10,0,0,3,31,29,34,0.3333333333333333,1,32,0.3
1248,date ('2020-07-14 00:00:00'),52,21083,4,16,0,0,9,11,0,0,3,41,29,46,0.3333333333333333,1,33,0.3
1272,date ('2020-07-15 00:00:00'),53,21082,5,15,0,0,10,11,0,0,3,26,30,24,0.3333333333333333,1,34,0.3
1296,date ('2020-07-16 00:00:00'),54,21081,5,13,1,0,12,10,0,0,3,30,36,27,0.3333333333333333,1,35,0.3
1320,date ('2020-07-17 00:00:00'),55,21080,5,14,1,0,12,11,0,0,3,28,32,31,0.3333333333333333,1,36,0.3
1344,date ('2020-07-18 00:00:00'),56,21079,5,15,1,0,12,12,0,0,3,25,25,31,0.3333333333333333,1,37,0.3
1368,date ('2020-07-19 00:00:00'),57,21079,3,17,1,0,12,13,0,0,3,29,31,30,0.3333333333333333,0,37,0.3
1392,date ('2020-07-20 00:00:00'),58,21079,2,18,1,0,12,13,0,0,3,39,35,44,0.3333333333333333,0,37,0.3
1416,date ('2020-07-21 00:00:00'),59,21079,2,18,1,0,12,13,0,0,3,32,32,41,0.3333333333333333,0,37,0.3
