current
0,250,750,1
10,250,750,1
20,250,750,1
30,250,750,1
40,250,750,1
50,250,750,1
60,250,750,1
70,250,749,2
80,250,749,2
90,250,749,2
100,250,749,2
110,250,749,2
120,250,749,2
130,250,749,2
140,250,749,2
150,250,749,2
160,250,749,2
170,250,749,2
180,250,749,2
190,250,749,2
200,250,749,2
210,250,749,2
220,250,749,2
230,250,749,2
240,250,749,2
250,250,748,3
260,250,748,3
270,250,747,4
280,250,747,4
290,250,747,4
300,250,747,4
310,250,747,4
320,250,746,5
330,250,746,5
340,250,745,6
350,250,745,6
360,250,745,6
370,250,743,8
380,250,742,9
390,250,740,11
400,250,739,12
410,250,737,14
420,250,737,14
430,250,736,15
440,250,732,19
450,250,731,20
460,250,729,22
470,250,726,25
480,250,726,25
490,250,725,26
500,250,719,32
510,250,715,36
520,250,713,38
530,250,708,43
540,250,707,44
550,250,705,46
560,250,702,49
570,250,699,52
580,250,696,55
590,250,691,60
600,250,688,63
610,250,684,67
620,250,678,73
630,250,674,77
640,250,668,83
650,250,662,89
660,250,650,101
670,250,640,111
680,250,636,115
690,250,629,122
700,250,620,131
710,250,611,140
720,250,602,149
730,250,591,160
740,250,582,169
750,250,575,176
760,250,564,187
770,250,556,195
780,250,541,210
790,250,530,221
800,250,519,232
810,250,513,238
820,250,501,250
830,250,494,257
840,250,480,271
850,250,466,285
860,250,453,298
870,250,433,318
880,250,419,332
890,250,398,353
900,250,390,361
910,250,378,373
920,250,363,388
930,250,339,412
940,250,332,419
950,250,317,434
960,250,296,455
970,250,284,467
980,250,263,488
990,250,249,502
1000,250,240,511
1010,250,227,524
1020,250,217,534
1030,250,204,547
1040,250,191,560
1050,250,180,571
1060,250,160,591
1070,250,153,598
1080,250,148,603
1090,250,140,611
1100,250,132,619
1110,250,124,627
1120,250,115,636
1130,250,106,645
1140,250,101,650
1150,250,95,656
1160,250,87,664
1170,250,84,667
1180,250,78,673
1190,250,69,682
1200,250,60,691
1210,250,57,694
1220,250,54,697
1230,250,49,702
1240,250,46,705
1250,250,37,714
1260,250,34,717
1270,250,32,719
1280,250,28,723
1290,250,27,724
1300,250,23,728
1310,250,21,730
1320,250,21,730
1330,250,20,731
1340,250,19,732
1350,250,17,734
1360,250,17,734
1370,250,16,735
1380,250,11,740
1390,250,10,741
1400,250,9,742
1410,250,8,743
1420,250,7,744
1430,250,7,744
1440,250,6,745
1450,250,5,746
1460,250,5,746
1470,250,5,746
1480,250,5,746
1490,250,3,748
1500,250,2,749
1510,250,1,750
1520,250,1,750
1530,250,1,750
1540,250,1,750
1550,250,1,750
1560,250,1,750
1570,250,0,751
1580,250,0,751
1590,250,0,751
