cycle,current_date,day_of_simulation,nb_susceptible,nb_exposed,nb_infectious_symptomatic,nb_infectious_asymptomatic,nb_recovered,nb_immune,nb_Qs,nb_Qa,nb_H,nb_D,nb_mask,nb_hand_wash,nb_social_distance,R0,infected_today,tot_infected,semaphore
480,date ('2020-06-12 00:00:00'),20,21104,6,3,1,0,1,2,0,0,0,41,27,37,0.0,1,12,0.3
504,date ('2020-06-13 00:00:00'),21,21103,7,3,1,0,1,2,0,0,0,38,27,33,0.0,1,13,0.3
528,date ('2020-06-14 00:00:00'),22,21103,7,3,1,0,1,2,0,0,0,43,36,27,0.0,0,13,0.3
552,date ('2020-06-15 00:00:00'),23,21103,6,4,1,0,1,2,0,0,0,30,35,36,0.0,0,13,0.3
576,date ('2020-06-16 00:00:00'),24,21102,5,6,1,0,1,2,0,0,0,31,36,32,0.0,1,14,0.3
600,date ('2020-06-17 00:00:00'),25,21101,5,7,1,0,1,3,0,0,0,27,29,34,0.0,1,15,0.3
624,date ('2020-06-18 00:00:00'),26,21100,5,8,1,0,1,3,0,1,0,35,29,30,0.0,1,16,0.3
648,date ('2020-06-19 00:00:00'),27,21099,6,8,1,0,1,3,0,1,0,58,47,49,0.0,1,17,0.3
672,date ('2020-06-20 00:00:00'),28,21098,7,8,1,0,1,3,0,1,0,47,63,45,0.0,1,18,0.3
696,date ('2020-06-21 00:00:00'),29,21098,5,10,1,0,1,5,0,1,0,46,70,46,0.0,0,18,0.3
720,date ('2020-06-22 00:00:00'),30,21098,5,10,1,0,1,5,0,1,0,54,53,48,0.0,0,18,0.3
744,date ('2020-06-23 00:00:00'),31,21098,3,12,1,0,1,6,0,1,0,55,55,56,0.0,0,18,0.3
768,date ('2020-06-24 00:00:00'),32,21097,3,13,1,0,1,7,0,1,0,43,58,49,0.0,1,19,0.3
792,date ('2020-06-25 00:00:00'),33,21095,4,13,2,0,1,7,0,1,0,56,51,51,0.0,2,21,0.3
816,date ('2020-06-26 00:00:00'),34,21094,5,13,1,0,2,7,0,1,0,56,49,47,0.0,1,22,0.3
840,date ('2020-06-27 00:00:00'),35,21093,6,13,1,0,2,7,0,1,0,55,52,54,0.0,1,23,0.3
864,date ('2020-06-28 00:00:00'),36,21093,3,16,1,0,2,8,0,2,0,46,53,48,0.0,0,23,0.3
888,date ('2020-06-29 00:00:00'),37,21092,4,16,1,0,2,8,0,2,0,78,68,70,0.0,1,24,0.3
912,date ('2020-06-30 00:00:00'),38,21092,3,17,0,0,3,9,0,2,0,77,76,72,0.0,0,24,0.3
936,date ('2020-07-01 00:00:00'),39,21091,3,17,0,0,4,8,0,2,0,62,69,59,0.0,1,25,0.3
960,date ('2020-07-02 00:00:00'),40,21090,2,16,1,0,6,7,0,3,0,64,78,72,0.0,1,26,0.3
984,date ('2020-07-03 00:00:00'),41,21090,2,15,1,0,7,7,0,2,0,105,81,92,0.0,0,26,0.3
1008,date ('2020-07-04 00:00:00'),42,21089,3,15,1,0,7,7,0,2,0,61,84,73,0.0,1,27,0.3
1032,date ('2020-07-05 00:00:00'),43,21088,3,15,0,0,9,7,0,2,0,88,81,70,0.0,1,28,0.3
1056,date ('2020-07-06 00:00:00'),44,21088,1,17,0,0,9,8,0,2,0,73,78,82,0.0,0,28,0.3
1080,date ('2020-07-07 00:00:00'),45,21087,1,18,0,0,9,9,0,2,0,65,70,68,0.0,1,29,0.3
1104,date ('2020-07-08 00:00:00'),46,21086,2,18,0,0,9,9,0,2,0,66,62,60,0.0,1,30,0.3
1128,date ('2020-07-09 00:00:00'),47,21085,3,18,0,0,9,9,0,2,0,69,89,69,0.0,1,31,0.3
1152,date ('2020-07-10 00:00:00'),48,21084,3,19,0,0,9,9,0,2,0,74,79,69,0.0,1,32,0.3
1176,date ('2020-07-11 00:00:00'),49,21084,3,18,0,0,10,9,0,2,0,61,65,70,0.0,0,32,0.3
1200,date ('2020-07-12 00:00:00'),50,21083,2,19,1,0,10,10,0,2,0,72,70,69,0.0,1,33,0.3
1224,date ('2020-07-13 00:00:00'),51,21082,2,20,1,0,10,10,0,2,0,77,83,73,0.0,1,34,0.3
1248,date ('2020-07-14 00:00:00'),52,21081,3,20,1,0,10,10,0,2,0,79,79,60,0.0,1,35,0.3
1272,date ('2020-07-15 00:00:00'),53,21080,4,20,1,0,10,10,0,2,0,73,68,71,0.0,1,36,0.3
1296,date ('2020-07-16 00:00:00'),54,21080,4,18,1,0,12,8,0,2,0,78,73,64,0.0,0,36,0.3
1320,date ('2020-07-17 00:00:00'),55,21080,4,17,1,0,13,7,0,2,0,79,83,70,0.0,0,36,0.3
1344,date ('2020-07-18 00:00:00'),56,21079,4,17,1,0,14,8,0,2,0,67,82,52,0.0,1,37,0.3
1368,date ('2020-07-19 00:00:00'),57,21078,5,17,1,0,14,8,0,2,0,82,72,72,0.0,1,38,0.3
1392,date ('2020-07-20 00:00:00'),58,21077,5,18,1,0,14,9,0,2,0,73,91,70,0.0,1,39,0.3
1416,date ('2020-07-21 00:00:00'),59,21076,6,17,1,0,14,9,0,2,1,71,76,67,1.0,1,40,0.3
