cycle,current_date,day_of_simulation,nb_susceptible,nb_exposed,nb_infectious_symptomatic,nb_infectious_asymptomatic,nb_recovered,nb_immune,nb_Qs,nb_Qa,nb_H,nb_D,nb_mask,nb_hand_wash,nb_social_distance,R0,infected_today,tot_infected,semaphore,hospitalized_today,tot_hosp,deaths_today,tot_deaths
600,date ('2020-06-17 00:00:00'),25,21103,2,8,0,0,1,2,0,0,1,36,28,43,0.0,1,13,0.3,0,0,0,1
624,date ('2020-06-18 00:00:00'),26,21102,2,9,0,0,1,3,0,0,1,41,32,29,0.0,1,14,0.3,0,0,0,1
648,date ('2020-06-19 00:00:00'),27,21101,3,9,0,0,1,3,0,0,1,31,30,31,0.0,1,15,0.3,0,0,0,1
672,date ('2020-06-20 00:00:00'),28,21100,2,11,0,0,1,4,0,0,1,34,39,32,0.0,1,16,0.3,0,0,0,1
696,date ('2020-06-21 00:00:00'),29,21099,3,11,0,0,1,4,0,0,1,40,26,36,0.0,1,17,0.3,0,0,0,1
720,date ('2020-06-22 00:00:00'),30,21098,4,11,0,0,1,4,0,0,1,40,29,37,0.0,1,18,0.3,0,0,0,1
744,date ('2020-06-23 00:00:00'),31,21097,5,11,0,0,1,4,0,0,1,37,34,31,0.0,1,19,0.3,0,0,0,1
768,date ('2020-06-24 00:00:00'),32,21097,4,12,0,0,1,5,0,0,1,30,38,35,0.0,0,19,0.3,0,0,0,1
792,date ('2020-06-25 00:00:00'),33,21097,3,12,0,0,2,6,0,0,1,37,30,34,0.0,0,19,0.3,0,0,0,1
816,date ('2020-06-26 00:00:00'),34,21096,2,11,1,0,4,6,0,0,1,32,42,35,0.0,1,20,0.3,0,0,0,1
840,date ('2020-06-27 00:00:00'),35,21095,1,13,1,0,4,7,0,0,1,32,43,36,0.0,1,21,0.3,0,0,0,1
864,date ('2020-06-28 00:00:00'),36,21094,2,13,1,0,4,7,0,0,1,30,22,26,0.0,1,22,0.3,0,0,0,1
888,date ('2020-06-29 00:00:00'),37,21093,3,13,1,0,4,7,0,0,1,36,33,38,0.0,1,23,0.3,0,0,0,1
912,date ('2020-06-30 00:00:00'),38,21092,3,13,1,0,5,8,0,0,1,29,37,38,0.0,1,24,0.3,0,0,0,1
936,date ('2020-07-01 00:00:00'),39,21092,3,13,1,0,5,8,0,0,1,34,35,22,0.0,0,24,0.3,0,0,0,1
960,date ('2020-07-02 00:00:00'),40,21091,4,13,1,0,5,8,0,0,1,27,35,26,0.0,1,25,0.3,0,0,0,1
984,date ('2020-07-03 00:00:00'),41,21091,3,13,1,0,6,7,0,0,1,34,30,30,0.0,0,25,0.3,0,0,0,1
1008,date ('2020-07-04 00:00:00'),42,21091,3,13,1,0,6,7,0,0,1,34,39,33,0.0,0,25,0.3,0,0,0,1
1032,date ('2020-07-05 00:00:00'),43,21090,4,13,1,0,6,7,0,0,1,51,31,38,0.0,1,26,0.3,0,0,0,1
1056,date ('2020-07-06 00:00:00'),44,21089,5,13,1,0,6,7,0,0,1,33,28,38,0.0,1,27,0.3,0,0,0,1
1080,date ('2020-07-07 00:00:00'),45,21088,4,15,1,0,6,9,0,0,1,35,29,31,0.0,1,28,0.3,0,0,0,1
1104,date ('2020-07-08 00:00:00'),46,21087,5,14,1,0,7,8,0,0,1,32,29,28,0.0,1,29,0.3,0,0,0,1
1128,date ('2020-07-09 00:00:00'),47,21086,6,13,1,0,8,8,0,0,1,29,44,26,0.0,1,30,0.3,0,0,0,1
1152,date ('2020-07-10 00:00:00'),48,21085,7,13,1,0,8,8,0,0,1,37,43,24,0.0,1,31,0.3,0,0,0,1
1176,date ('2020-07-11 00:00:00'),49,21085,2,18,1,0,8,11,0,0,1,27,26,32,0.0,0,31,0.3,0,0,0,1
1200,date ('2020-07-12 00:00:00'),50,21084,3,15,1,0,11,9,0,0,1,25,33,28,0.0,1,32,0.3,0,0,0,1
1224,date ('2020-07-13 00:00:00'),51,21084,3,14,1,0,12,8,0,0,1,39,43,26,0.0,0,32,0.3,0,0,0,1
1248,date ('2020-07-14 00:00:00'),52,21084,3,14,1,0,12,8,0,0,1,30,27,31,0.0,0,32,0.3,0,0,0,1
1272,date ('2020-07-15 00:00:00'),53,21083,4,14,1,0,12,8,0,0,1,42,25,36,0.0,1,33,0.3,0,0,0,1
1296,date ('2020-07-16 00:00:00'),54,21083,4,13,1,0,13,8,0,0,1,40,35,37,0.0,0,33,0.3,0,0,0,1
1320,date ('2020-07-17 00:00:00'),55,21083,4,13,1,0,13,8,0,0,1,36,35,41,0.0,0,33,0.3,0,0,0,1
1344,date ('2020-07-18 00:00:00'),56,21083,3,14,1,0,13,9,0,0,1,25,19,31,0.0,0,33,0.3,0,0,0,1
1368,date ('2020-07-19 00:00:00'),57,21082,4,14,1,0,13,9,0,0,1,40,32,37,0.0,1,34,0.3,0,0,0,1
1392,date ('2020-07-20 00:00:00'),58,21081,4,15,1,0,13,10,0,0,1,38,29,39,0.0,1,35,0.3,0,0,0,1
1416,date ('2020-07-21 00:00:00'),59,21080,3,16,2,0,13,11,1,0,1,30,31,34,0.0,1,36,0.3,0,0,0,1
1440,date ('2020-07-22 00:00:00'),60,21079,3,16,2,0,14,10,1,0,1,34,21,28,0.0,1,37,0.3,0,0,0,1
1464,date ('2020-07-23 00:00:00'),61,21079,3,16,2,0,14,10,1,0,1,33,28,29,0.0,0,37,0.3,0,0,0,1
1488,date ('2020-07-24 00:00:00'),62,21078,3,17,2,0,14,11,1,0,1,38,35,36,0.0,1,38,0.3,0,0,0,1
1512,date ('2020-07-25 00:00:00'),63,21078,2,17,2,0,15,11,2,0,1,27,21,21,0.0,0,38,0.3,0,0,0,1
1536,date ('2020-07-26 00:00:00'),64,21078,2,17,2,0,15,11,2,0,1,34,33,35,0.0,0,38,0.3,0,0,0,1
1560,date ('2020-07-27 00:00:00'),65,21078,2,16,2,0,15,10,2,0,2,32,45,28,0.0,0,38,0.3,0,0,1,2
1584,date ('2020-07-28 00:00:00'),66,21078,1,16,2,0,15,10,2,0,3,42,29,36,0.0,0,38,0.3,0,0,1,3
1608,date ('2020-07-29 00:00:00'),67,21077,2,16,2,0,15,10,2,0,3,29,32,38,0.0,1,39,0.3,0,0,0,3
1632,date ('2020-07-30 00:00:00'),68,21076,3,15,2,0,16,9,2,0,3,36,31,31,0.0,1,40,0.3,0,0,0,3
1656,date ('2020-07-31 00:00:00'),69,21076,3,14,2,0,17,8,2,0,3,30,33,29,0.0,0,40,0.3,0,0,0,3
1680,date ('2020-08-01 00:00:00'),70,21075,3,15,2,0,17,8,2,0,3,35,24,21,0.0,1,41,0.3,0,0,0,3
1704,date ('2020-08-02 00:00:00'),71,21074,4,14,2,0,18,8,2,0,3,33,35,34,0.0,1,42,0.3,0,0,0,3
1728,date ('2020-08-03 00:00:00'),72,21073,4,12,3,0,20,7,3,0,3,37,31,32,0.0,1,43,0.3,0,0,0,3
1752,date ('2020-08-04 00:00:00'),73,21072,4,13,3,0,20,8,3,0,3,39,27,35,0.0,1,44,0.3,0,0,0,3
1776,date ('2020-08-05 00:00:00'),74,21071,4,14,3,0,20,9,3,0,3,35,33,25,0.0,1,45,0.3,0,0,0,3
1800,date ('2020-08-06 00:00:00'),75,21071,3,15,3,0,20,10,3,0,3,29,27,30,0.0,0,45,0.3,0,0,0,3
1824,date ('2020-08-07 00:00:00'),76,21070,3,16,3,0,20,11,3,0,3,29,31,45,0.0,1,46,0.3,0,0,0,3
1848,date ('2020-08-08 00:00:00'),77,21069,3,16,3,0,21,11,3,0,3,36,29,43,0.0,1,47,0.3,0,0,0,3
1872,date ('2020-08-09 00:00:00'),78,21069,2,15,3,0,23,9,3,0,3,39,41,18,0.0,0,47,0.3,0,0,0,3
1896,date ('2020-08-10 00:00:00'),79,21069,1,12,4,0,26,9,3,0,3,31,37,35,0.0,0,47,0.3,0,0,0,3
1920,date ('2020-08-11 00:00:00'),80,21069,1,10,4,0,28,8,3,0,3,31,35,23,0.0,0,47,0.3,0,0,0,3
1944,date ('2020-08-12 00:00:00'),81,21069,1,10,4,0,28,8,3,0,3,29,36,26,0.0,0,47,0.3,0,0,0,3
1968,date ('2020-08-13 00:00:00'),82,21068,2,10,3,0,29,8,2,0,3,22,30,28,0.0,1,48,0.3,0,0,0,3
1992,date ('2020-08-14 00:00:00'),83,21068,1,11,3,0,29,9,2,0,3,39,29,31,0.0,0,48,0.3,0,0,0,3
2016,date ('2020-08-15 00:00:00'),84,21068,1,10,3,0,30,8,2,0,3,25,28,32,0.0,0,48,0.3,0,0,0,3
2040,date ('2020-08-16 00:00:00'),85,21068,0,9,3,0,31,6,2,0,4,28,35,31,0.0,0,48,0.3,0,0,1,4
2064,date ('2020-08-17 00:00:00'),86,21067,1,9,3,0,31,6,2,0,4,35,29,34,0.0,1,49,0.3,0,0,0,4
2088,date ('2020-08-18 00:00:00'),87,21066,2,9,2,0,32,6,1,0,4,35,41,38,0.0,1,50,0.3,0,0,0,4
2112,date ('2020-08-19 00:00:00'),88,21065,3,8,2,0,32,5,1,0,5,31,25,38,0.0,1,51,0.3,0,0,1,5
2136,date ('2020-08-20 00:00:00'),89,21065,3,8,2,0,32,5,1,0,5,35,27,39,0.0,0,51,0.3,0,0,0,5
2160,date ('2020-08-21 00:00:00'),90,21064,3,9,1,0,33,5,0,0,5,23,38,29,0.0,1,52,0.3,0,0,0,5
2184,date ('2020-08-22 00:00:00'),91,21064,3,9,0,0,34,5,0,0,5,29,24,34,0.0,0,52,0.3,0,0,0,5
2208,date ('2020-08-23 00:00:00'),92,21064,1,11,0,0,34,5,0,0,5,36,37,28,0.0,0,52,0.3,0,0,0,5
2232,date ('2020-08-24 00:00:00'),93,21063,2,10,0,0,35,4,0,0,5,36,31,26,0.0,1,53,0.3,0,0,0,5
2256,date ('2020-08-25 00:00:00'),94,21062,3,10,0,0,35,4,0,0,5,31,34,27,0.0,1,54,0.3,0,0,0,5
2280,date ('2020-08-26 00:00:00'),95,21061,4,10,0,0,35,4,0,0,5,29,35,33,0.0,1,55,0.3,0,0,0,5
2304,date ('2020-08-27 00:00:00'),96,21060,5,9,0,0,36,4,0,0,5,25,21,32,0.0,1,56,0.3,0,0,0,5
2328,date ('2020-08-28 00:00:00'),97,21060,3,9,0,0,38,2,0,0,5,25,32,31,0.0,0,56,0.3,0,0,0,5
2352,date ('2020-08-29 00:00:00'),98,21060,3,9,0,0,38,2,0,0,5,37,34,39,0.0,0,56,0.3,0,0,0,5
2376,date ('2020-08-30 00:00:00'),99,21059,4,9,0,0,38,2,0,0,5,36,28,39,0.0,1,57,0.3,0,0,0,5
2400,date ('2020-08-31 00:00:00'),100,21059,4,8,0,0,39,1,0,0,5,37,31,31,0.0,0,57,0.3,0,0,0,5
2424,date ('2020-09-01 00:00:00'),101,21059,2,9,0,0,40,2,0,0,5,29,31,31,0.0,0,57,0.3,0,0,0,5
2448,date ('2020-09-02 00:00:00'),102,21058,3,8,0,0,41,2,0,0,5,36,30,27,0.0,1,58,0.3,0,0,0,5
2472,date ('2020-09-03 00:00:00'),103,21058,2,8,0,0,42,1,0,0,5,35,32,33,0.0,0,58,0.3,0,0,0,5
2496,date ('2020-09-04 00:00:00'),104,21058,2,7,0,0,43,1,0,0,5,32,33,30,0.0,0,58,0.3,0,0,0,5
2520,date ('2020-09-05 00:00:00'),105,21058,2,7,0,0,43,1,0,0,5,34,32,33,0.0,0,58,0.3,0,0,0,5
2544,date ('2020-09-06 00:00:00'),106,21058,2,7,0,0,43,1,0,0,5,31,27,25,0.0,0,58,0.3,0,0,0,5
2568,date ('2020-09-07 00:00:00'),107,21057,3,7,0,0,43,1,0,0,5,30,30,23,0.0,1,59,0.3,0,0,0,5
2592,date ('2020-09-08 00:00:00'),108,21057,2,8,0,0,43,1,0,0,5,28,20,30,0.0,0,59,0.3,0,0,0,5
2616,date ('2020-09-09 00:00:00'),109,21057,2,8,0,0,43,1,0,0,5,27,32,28,0.0,0,59,0.3,0,0,0,5
2640,date ('2020-09-10 00:00:00'),110,21056,3,7,0,0,44,1,0,0,5,29,38,42,0.0,1,60,0.3,0,0,0,5
2664,date ('2020-09-11 00:00:00'),111,21055,4,7,0,0,44,1,0,0,5,36,32,24,0.0,1,61,0.3,0,0,0,5
2688,date ('2020-09-12 00:00:00'),112,21055,4,7,0,0,44,1,0,0,5,34,26,27,0.0,0,61,0.3,0,0,0,5
2712,date ('2020-09-13 00:00:00'),113,21055,1,8,0,0,46,1,0,1,5,23,34,30,0.0,0,61,0.3,1,1,0,5
2736,date ('2020-09-14 00:00:00'),114,21055,1,8,0,0,46,1,0,1,5,61,58,55,0.0,0,61,0.3,0,1,0,5
2760,date ('2020-09-15 00:00:00'),115,21055,1,7,0,0,47,1,0,1,5,44,64,46,0.0,0,61,0.3,0,1,0,5
2784,date ('2020-09-16 00:00:00'),116,21053,2,8,0,0,47,1,0,1,5,61,47,44,0.0,2,63,0.3,0,1,0,5
2808,date ('2020-09-17 00:00:00'),117,21052,2,9,0,0,47,1,0,1,5,52,55,50,0.0,1,64,0.3,0,1,0,5
2832,date ('2020-09-18 00:00:00'),118,21051,2,10,0,0,47,2,0,1,5,56,53,44,0.0,1,65,0.3,0,1,0,5
2856,date ('2020-09-19 00:00:00'),119,21051,2,10,0,0,47,2,0,1,5,46,43,50,0.0,0,65,0.3,0,1,0,5
