cycle,current_date,day_of_simulation,nb_susceptible,nb_exposed,nb_infectious_symptomatic,nb_infectious_asymptomatic,nb_recovered,nb_immune,nb_Qs,nb_Qa,nb_H,nb_D,nb_mask,nb_hand_wash,nb_social_distance,R0,infected_today,tot_infected,semaphore
696,date ('2020-06-21 00:00:00'),29,21100,1,13,0,0,1,6,0,0,0,25,36,27,0.0,2,16,0.3
720,date ('2020-06-22 00:00:00'),30,21099,2,13,0,0,1,6,0,0,0,42,30,26,0.0,1,17,0.3
744,date ('2020-06-23 00:00:00'),31,21099,2,13,0,0,1,6,0,0,0,26,28,26,0.0,0,17,0.3
768,date ('2020-06-24 00:00:00'),32,21098,3,13,0,0,1,6,0,0,0,29,24,23,0.0,1,18,0.3
792,date ('2020-06-25 00:00:00'),33,21097,4,13,0,0,1,6,0,0,0,39,41,32,0.0,1,19,0.3
816,date ('2020-06-26 00:00:00'),34,21096,4,14,0,0,1,7,0,0,0,27,33,32,0.0,1,20,0.3
840,date ('2020-06-27 00:00:00'),35,21096,4,14,0,0,1,7,0,0,0,37,43,28,0.0,0,20,0.3
864,date ('2020-06-28 00:00:00'),36,21095,4,14,0,0,2,6,0,0,0,38,38,38,0.0,1,21,0.3
888,date ('2020-06-29 00:00:00'),37,21094,5,14,0,0,2,6,0,0,0,33,28,31,0.0,1,22,0.3
912,date ('2020-06-30 00:00:00'),38,21094,4,14,0,0,2,5,0,0,1,34,31,30,0.0,0,22,0.3
936,date ('2020-07-01 00:00:00'),39,21093,5,13,0,0,2,5,0,0,2,28,25,33,0.0,1,23,0.3
960,date ('2020-07-02 00:00:00'),40,21092,4,15,0,0,2,6,0,0,2,37,28,37,0.0,1,24,0.3
984,date ('2020-07-03 00:00:00'),41,21092,4,15,0,0,2,6,0,0,2,30,23,28,0.0,0,24,0.3
1008,date ('2020-07-04 00:00:00'),42,21090,6,13,0,0,3,6,0,0,3,30,33,36,0.3333333333333333,2,26,0.3
1032,date ('2020-07-05 00:00:00'),43,21089,6,14,0,0,3,6,0,0,3,31,28,38,0.3333333333333333,1,27,0.3
1056,date ('2020-07-06 00:00:00'),44,21089,5,15,0,0,3,6,0,0,3,27,36,39,0.3333333333333333,0,27,0.3
1080,date ('2020-07-07 00:00:00'),45,21089,4,14,1,0,4,5,0,0,3,25,25,29,0.3333333333333333,0,27,0.3
1104,date ('2020-07-08 00:00:00'),46,21089,3,15,1,0,4,5,0,0,3,47,21,27,0.3333333333333333,0,27,0.3
1128,date ('2020-07-09 00:00:00'),47,21088,3,16,1,0,4,6,0,0,3,33,29,38,0.3333333333333333,1,28,0.3
1152,date ('2020-07-10 00:00:00'),48,21087,4,15,1,0,5,5,0,0,3,34,36,28,0.3333333333333333,1,29,0.3
1176,date ('2020-07-11 00:00:00'),49,21087,3,16,1,0,5,5,0,0,3,31,34,36,0.3333333333333333,0,29,0.3
1200,date ('2020-07-12 00:00:00'),50,21087,2,17,1,0,5,5,0,0,3,36,31,34,0.3333333333333333,0,29,0.3
1224,date ('2020-07-13 00:00:00'),51,21087,2,17,1,0,5,5,0,0,3,36,34,27,0.3333333333333333,0,29,0.3
1248,date ('2020-07-14 00:00:00'),52,21087,2,16,1,0,6,5,0,0,3,35,20,35,0.3333333333333333,0,29,0.3
1272,date ('2020-07-15 00:00:00'),53,21086,2,16,1,0,7,6,0,0,3,29,31,34,0.3333333333333333,1,30,0.3
1296,date ('2020-07-16 00:00:00'),54,21086,1,15,2,0,8,6,0,0,3,31,34,30,0.3333333333333333,0,30,0.3
1320,date ('2020-07-17 00:00:00'),55,21084,2,14,2,0,10,7,0,0,3,33,34,33,0.3333333333333333,2,32,0.3
1344,date ('2020-07-18 00:00:00'),56,21084,2,13,2,0,11,6,0,0,3,33,23,40,0.3333333333333333,0,32,0.3
1368,date ('2020-07-19 00:00:00'),57,21084,2,13,2,0,11,6,0,0,3,21,30,32,0.3333333333333333,0,32,0.3
1392,date ('2020-07-20 00:00:00'),58,21084,1,13,2,0,12,7,0,0,3,52,27,22,0.3333333333333333,0,32,0.3
1416,date ('2020-07-21 00:00:00'),59,21084,1,12,2,0,13,6,0,0,3,40,28,34,0.3333333333333333,0,32,0.3
1440,date ('2020-07-22 00:00:00'),60,21083,1,13,2,0,13,6,0,0,3,19,34,32,0.3333333333333333,1,33,0.3
1464,date ('2020-07-23 00:00:00'),61,21083,1,11,2,0,15,5,0,0,3,27,41,38,0.3333333333333333,0,33,0.3
1488,date ('2020-07-24 00:00:00'),62,21083,1,11,2,0,15,5,0,0,3,38,35,29,0.3333333333333333,0,33,0.3
1512,date ('2020-07-25 00:00:00'),63,21082,2,11,1,0,16,5,0,0,3,24,30,32,0.3333333333333333,1,34,0.3
1536,date ('2020-07-26 00:00:00'),64,21082,2,10,1,0,17,5,0,0,3,37,27,23,0.3333333333333333,0,34,0.3
1560,date ('2020-07-27 00:00:00'),65,21082,2,10,1,0,17,5,0,0,3,33,24,31,0.3333333333333333,0,34,0.3
1584,date ('2020-07-28 00:00:00'),66,21082,2,9,1,0,18,4,0,0,3,31,41,32,0.3333333333333333,0,34,0.3
1608,date ('2020-07-29 00:00:00'),67,21081,1,11,1,0,18,4,0,0,3,43,34,35,0.3333333333333333,1,35,0.3
1632,date ('2020-07-30 00:00:00'),68,21080,2,10,1,0,19,4,0,0,3,31,39,31,0.3333333333333333,1,36,0.3
1656,date ('2020-07-31 00:00:00'),69,21080,2,10,1,0,19,4,0,0,3,37,39,34,0.3333333333333333,0,36,0.3
1680,date ('2020-08-01 00:00:00'),70,21080,2,9,1,0,20,4,0,0,3,30,32,19,0.3333333333333333,0,36,0.3
1704,date ('2020-08-02 00:00:00'),71,21079,3,9,0,0,21,4,0,0,3,40,30,25,0.3333333333333333,1,37,0.3
1728,date ('2020-08-03 00:00:00'),72,21079,2,10,0,0,21,4,0,0,3,34,32,31,0.3333333333333333,0,37,0.3
1752,date ('2020-08-04 00:00:00'),73,21079,2,10,0,0,21,4,0,0,3,33,34,27,0.3333333333333333,0,37,0.3
1776,date ('2020-08-05 00:00:00'),74,21078,3,10,0,0,21,4,0,0,3,36,31,37,0.3333333333333333,1,38,0.3
1800,date ('2020-08-06 00:00:00'),75,21077,4,10,0,0,21,4,0,0,3,30,30,29,0.3333333333333333,1,39,0.3
1824,date ('2020-08-07 00:00:00'),76,21077,3,11,0,0,21,4,0,0,3,26,34,35,0.3333333333333333,0,39,0.3
1848,date ('2020-08-08 00:00:00'),77,21077,2,11,0,0,22,5,0,0,3,34,39,33,0.3333333333333333,0,39,0.3
1872,date ('2020-08-09 00:00:00'),78,21077,1,12,0,0,22,5,0,0,3,34,26,33,0.3333333333333333,0,39,0.3
1896,date ('2020-08-10 00:00:00'),79,21076,2,11,0,0,23,4,0,0,3,40,33,31,0.3333333333333333,1,40,0.3
1920,date ('2020-08-11 00:00:00'),80,21075,3,9,0,0,24,3,0,0,4,42,30,29,0.25,1,41,0.3
1944,date ('2020-08-12 00:00:00'),81,21074,3,9,1,0,24,3,1,0,4,28,35,25,0.25,1,42,0.3
1968,date ('2020-08-13 00:00:00'),82,21073,3,9,1,0,25,3,1,0,4,31,29,37,0.25,1,43,0.3
1992,date ('2020-08-14 00:00:00'),83,21072,4,9,1,0,25,3,1,0,4,19,34,27,0.25,1,44,0.3
2016,date ('2020-08-15 00:00:00'),84,21072,3,9,2,0,25,3,1,0,4,30,23,31,0.25,0,44,0.3
2040,date ('2020-08-16 00:00:00'),85,21072,3,9,2,0,25,3,1,0,4,35,40,36,0.25,0,44,0.3
2064,date ('2020-08-17 00:00:00'),86,21071,4,9,2,0,25,3,1,0,4,33,31,33,0.25,1,45,0.3
2088,date ('2020-08-18 00:00:00'),87,21070,5,9,1,0,26,3,1,0,4,34,37,35,0.25,1,46,0.3
2112,date ('2020-08-19 00:00:00'),88,21070,4,9,1,0,27,4,1,0,4,39,36,34,0.25,0,46,0.3
2136,date ('2020-08-20 00:00:00'),89,21070,3,10,0,0,28,4,0,0,4,34,35,26,0.25,0,46,0.3
2160,date ('2020-08-21 00:00:00'),90,21069,3,11,0,0,28,5,0,0,4,25,24,31,0.25,1,47,0.3
2184,date ('2020-08-22 00:00:00'),91,21068,4,10,0,0,29,4,0,0,4,33,32,32,0.25,1,48,0.3
2208,date ('2020-08-23 00:00:00'),92,21068,4,9,0,0,30,4,0,0,4,31,34,22,0.25,0,48,0.3
2232,date ('2020-08-24 00:00:00'),93,21067,2,12,0,0,30,5,0,0,4,42,33,31,0.25,1,49,0.3
2256,date ('2020-08-25 00:00:00'),94,21067,1,13,0,0,30,6,0,0,4,30,30,32,0.25,0,49,0.3
2280,date ('2020-08-26 00:00:00'),95,21067,1,13,0,0,30,6,0,0,4,45,36,44,0.25,0,49,0.3
2304,date ('2020-08-27 00:00:00'),96,21067,0,13,0,0,31,5,0,0,4,29,35,42,0.25,0,49,0.3
2328,date ('2020-08-28 00:00:00'),97,21066,1,12,0,0,32,5,0,0,4,34,29,28,0.25,1,50,0.3
2352,date ('2020-08-29 00:00:00'),98,21066,1,12,0,0,32,5,0,0,4,36,34,31,0.25,0,50,0.3
2376,date ('2020-08-30 00:00:00'),99,21066,1,12,0,0,32,5,0,0,4,37,26,33,0.25,0,50,0.3
2400,date ('2020-08-31 00:00:00'),100,21065,2,12,0,0,32,5,0,0,4,33,24,25,0.25,1,51,0.3
2424,date ('2020-09-01 00:00:00'),101,21065,2,12,0,0,32,5,0,0,4,26,29,34,0.25,0,51,0.3
2448,date ('2020-09-02 00:00:00'),102,21065,1,12,0,0,33,5,0,0,4,28,36,32,0.25,0,51,0.3
2472,date ('2020-09-03 00:00:00'),103,21064,1,13,0,0,33,6,0,0,4,24,19,29,0.25,1,52,0.3
2496,date ('2020-09-04 00:00:00'),104,21063,2,11,0,0,35,6,0,0,4,27,32,30,0.25,1,53,0.3
2520,date ('2020-09-05 00:00:00'),105,21062,3,10,0,0,36,5,0,0,4,31,29,32,0.25,1,54,0.3
2544,date ('2020-09-06 00:00:00'),106,21062,3,10,0,0,36,5,0,0,4,33,30,37,0.25,0,54,0.3
2568,date ('2020-09-07 00:00:00'),107,21061,4,8,0,0,38,5,0,0,4,31,28,28,0.25,1,55,0.3
2592,date ('2020-09-08 00:00:00'),108,21060,5,8,0,0,38,5,0,0,4,30,29,28,0.25,1,56,0.3
2616,date ('2020-09-09 00:00:00'),109,21060,2,11,0,0,38,6,0,0,4,41,29,33,0.25,0,56,0.3
2640,date ('2020-09-10 00:00:00'),110,21059,3,11,0,0,38,6,0,0,4,28,36,35,0.25,1,57,0.3
2664,date ('2020-09-11 00:00:00'),111,21058,3,12,0,0,38,6,0,0,4,36,38,32,0.25,1,58,0.3
2688,date ('2020-09-12 00:00:00'),112,21058,3,12,0,0,38,6,0,0,4,38,32,36,0.25,0,58,0.3
2712,date ('2020-09-13 00:00:00'),113,21058,3,12,0,0,38,6,0,0,4,33,34,27,0.25,0,58,0.3
2736,date ('2020-09-14 00:00:00'),114,21057,3,12,0,0,39,6,0,0,4,39,26,29,0.25,1,59,0.3
2760,date ('2020-09-15 00:00:00'),115,21057,2,13,0,0,39,7,0,0,4,35,32,30,0.25,0,59,0.3
2784,date ('2020-09-16 00:00:00'),116,21056,3,13,0,0,39,7,0,0,4,24,26,32,0.25,1,60,0.3
2808,date ('2020-09-17 00:00:00'),117,21056,2,13,0,0,40,6,0,0,4,37,24,21,0.25,0,60,0.3
2832,date ('2020-09-18 00:00:00'),118,21055,3,13,0,0,40,6,0,0,4,33,33,38,0.25,1,61,0.3
2856,date ('2020-09-19 00:00:00'),119,21054,3,14,0,0,40,6,0,0,4,38,32,30,0.25,1,62,0.3
