cycle,current_date,day_of_simulation,nb_susceptible,nb_exposed,nb_infectious_symptomatic,nb_infectious_asymptomatic,nb_recovered,nb_immune,nb_Qs,nb_Qa,nb_H,nb_D,nb_mask,nb_hand_wash,nb_social_distance,R0,infected_today,tot_infected,semaphore
768,date ('2020-06-24 00:00:00'),32,21108,1,5,1,0,0,4,0,0,0,40,40,23,0.0,0,8,0.3
792,date ('2020-06-25 00:00:00'),33,21108,1,5,1,0,0,4,0,0,0,26,28,36,0.0,0,8,0.3
816,date ('2020-06-26 00:00:00'),34,21108,1,5,1,0,0,4,0,0,0,22,30,30,0.0,0,8,0.3
840,date ('2020-06-27 00:00:00'),35,21108,1,5,1,0,0,4,0,0,0,25,31,27,0.0,0,8,0.3
864,date ('2020-06-28 00:00:00'),36,21108,1,5,1,0,0,4,0,0,0,44,31,38,0.0,0,8,0.3
888,date ('2020-06-29 00:00:00'),37,21107,2,5,1,0,0,4,0,0,0,43,31,24,0.0,1,9,0.3
912,date ('2020-06-30 00:00:00'),38,21107,2,5,1,0,0,4,0,0,0,36,33,36,0.0,0,9,0.3
936,date ('2020-07-01 00:00:00'),39,21107,1,6,1,0,0,5,0,0,0,39,27,25,0.0,0,9,0.3
960,date ('2020-07-02 00:00:00'),40,21106,0,8,1,0,0,6,0,1,0,37,42,25,0.0,1,10,0.3
984,date ('2020-07-03 00:00:00'),41,21105,1,8,1,0,0,6,0,1,0,49,51,58,0.0,1,11,0.3
1008,date ('2020-07-04 00:00:00'),42,21105,1,8,1,0,0,6,0,1,0,53,59,58,0.0,0,11,0.3
1032,date ('2020-07-05 00:00:00'),43,21104,2,7,1,0,0,5,0,1,1,47,52,54,0.0,1,12,0.3
1056,date ('2020-07-06 00:00:00'),44,21103,3,6,1,0,1,4,0,1,1,40,56,49,0.0,1,13,0.3
1080,date ('2020-07-07 00:00:00'),45,21102,3,7,0,0,2,5,0,1,1,63,54,52,0.0,1,14,0.3
1104,date ('2020-07-08 00:00:00'),46,21101,2,9,0,0,2,6,0,1,1,54,59,38,0.0,1,15,0.3
1128,date ('2020-07-09 00:00:00'),47,21100,3,9,0,0,2,6,0,1,1,62,44,40,0.0,1,16,0.3
1152,date ('2020-07-10 00:00:00'),48,21099,4,9,0,0,2,6,0,1,1,66,47,56,0.0,1,17,0.3
1176,date ('2020-07-11 00:00:00'),49,21099,3,10,0,0,2,7,0,1,1,46,57,53,0.0,0,17,0.3
1200,date ('2020-07-12 00:00:00'),50,21099,3,10,0,0,2,7,0,1,1,61,46,46,0.0,0,17,0.3
1224,date ('2020-07-13 00:00:00'),51,21099,3,10,0,0,2,7,0,1,1,55,62,57,0.0,0,17,0.3
1248,date ('2020-07-14 00:00:00'),52,21098,4,10,0,0,2,7,0,1,1,50,40,53,0.0,1,18,0.3
1272,date ('2020-07-15 00:00:00'),53,21098,4,10,0,0,2,7,0,1,1,41,43,44,0.0,0,18,0.3
1296,date ('2020-07-16 00:00:00'),54,21098,4,9,0,0,3,6,0,1,1,53,61,44,0.0,0,18,0.3
1320,date ('2020-07-17 00:00:00'),55,21097,2,12,0,0,3,7,0,1,1,60,59,48,0.0,1,19,0.3
1344,date ('2020-07-18 00:00:00'),56,21096,2,12,1,0,3,7,0,1,1,57,57,47,0.0,1,20,0.3
1368,date ('2020-07-19 00:00:00'),57,21095,3,12,1,0,3,7,0,1,1,51,49,61,0.0,1,21,0.3
1392,date ('2020-07-20 00:00:00'),58,21094,4,11,1,0,4,7,0,0,1,40,62,45,0.0,1,22,0.3
1416,date ('2020-07-21 00:00:00'),59,21094,4,10,1,0,5,6,0,0,1,25,33,43,0.0,0,22,0.3
1440,date ('2020-07-22 00:00:00'),60,21093,4,11,1,0,5,6,0,0,1,30,35,44,0.0,1,23,0.3
1464,date ('2020-07-23 00:00:00'),61,21092,5,10,1,0,6,5,0,0,1,37,42,44,0.0,1,24,0.3
1488,date ('2020-07-24 00:00:00'),62,21091,4,10,1,0,7,4,0,0,2,28,41,29,0.0,1,25,0.3
1512,date ('2020-07-25 00:00:00'),63,21090,5,10,1,0,7,4,0,0,2,36,44,26,0.0,1,26,0.3
1536,date ('2020-07-26 00:00:00'),64,21090,4,11,1,0,7,4,0,0,2,30,39,26,0.0,0,26,0.3
1560,date ('2020-07-27 00:00:00'),65,21089,5,11,1,0,7,4,0,0,2,31,34,30,0.0,1,27,0.3
1584,date ('2020-07-28 00:00:00'),66,21088,6,11,1,0,7,4,0,0,2,33,36,32,0.0,1,28,0.3
1608,date ('2020-07-29 00:00:00'),67,21087,7,11,1,0,7,4,0,0,2,25,38,27,0.0,1,29,0.3
1632,date ('2020-07-30 00:00:00'),68,21087,4,14,1,0,7,5,0,0,2,40,20,28,0.0,0,29,0.3
1656,date ('2020-07-31 00:00:00'),69,21086,4,14,1,0,8,6,0,0,2,29,34,42,0.0,1,30,0.3
1680,date ('2020-08-01 00:00:00'),70,21085,4,14,1,0,9,5,0,0,2,31,28,32,0.0,1,31,0.3
1704,date ('2020-08-02 00:00:00'),71,21085,3,15,1,0,9,5,0,0,2,42,31,32,0.0,0,31,0.3
1728,date ('2020-08-03 00:00:00'),72,21085,2,16,1,0,9,6,0,0,2,29,34,31,0.0,0,31,0.3
1752,date ('2020-08-04 00:00:00'),73,21084,3,15,1,0,10,5,0,0,2,33,37,33,0.0,1,32,0.3
1776,date ('2020-08-05 00:00:00'),74,21084,2,16,1,0,10,6,0,0,2,37,40,35,0.0,0,32,0.3
1800,date ('2020-08-06 00:00:00'),75,21083,3,16,0,0,11,6,0,0,2,28,41,30,0.0,1,33,0.3
1824,date ('2020-08-07 00:00:00'),76,21082,3,15,0,0,13,6,0,0,2,29,33,43,0.0,1,34,0.3
1848,date ('2020-08-08 00:00:00'),77,21082,3,14,0,0,14,6,0,0,2,38,32,19,0.0,0,34,0.3
1872,date ('2020-08-09 00:00:00'),78,21081,3,15,0,0,14,6,0,0,2,34,40,37,0.0,1,35,0.3
1896,date ('2020-08-10 00:00:00'),79,21081,3,15,0,0,14,6,0,0,2,26,30,40,0.0,0,35,0.3
1920,date ('2020-08-11 00:00:00'),80,21080,2,17,0,0,14,8,0,0,2,34,23,35,0.0,1,36,0.3
1944,date ('2020-08-12 00:00:00'),81,21079,3,16,0,0,15,7,0,0,2,23,33,37,0.0,1,37,0.3
1968,date ('2020-08-13 00:00:00'),82,21078,4,16,0,0,15,7,0,0,2,27,40,43,0.0,1,38,0.3
1992,date ('2020-08-14 00:00:00'),83,21078,3,16,1,0,15,7,1,0,2,35,35,35,0.0,0,38,0.3
2016,date ('2020-08-15 00:00:00'),84,21077,2,18,1,0,15,7,1,0,2,26,25,28,0.0,1,39,0.3
2040,date ('2020-08-16 00:00:00'),85,21077,2,18,1,0,15,7,1,0,2,40,31,33,0.0,0,39,0.3
2064,date ('2020-08-17 00:00:00'),86,21076,3,18,1,0,15,7,1,0,2,29,33,34,0.0,1,40,0.3
2088,date ('2020-08-18 00:00:00'),87,21075,3,19,1,0,15,8,1,0,2,40,37,27,0.0,1,41,0.3
2112,date ('2020-08-19 00:00:00'),88,21074,2,21,1,0,15,9,1,0,2,31,36,20,0.0,1,42,0.3
2136,date ('2020-08-20 00:00:00'),89,21074,1,22,0,0,16,9,0,0,2,34,27,33,0.0,0,42,0.3
2160,date ('2020-08-21 00:00:00'),90,21073,2,20,0,0,18,9,0,0,2,32,48,34,0.0,1,43,0.3
2184,date ('2020-08-22 00:00:00'),91,21073,2,20,0,0,18,9,0,0,2,31,35,32,0.0,0,43,0.3
2208,date ('2020-08-23 00:00:00'),92,21072,2,20,0,0,19,10,0,0,2,31,39,34,0.0,1,44,0.3
2232,date ('2020-08-24 00:00:00'),93,21072,2,19,0,0,20,10,0,0,2,30,31,26,0.0,0,44,0.3
2256,date ('2020-08-25 00:00:00'),94,21072,2,19,0,0,20,10,0,0,2,34,22,30,0.0,0,44,0.3
2280,date ('2020-08-26 00:00:00'),95,21071,3,17,0,0,22,9,0,0,2,37,27,40,0.0,1,45,0.3
2304,date ('2020-08-27 00:00:00'),96,21070,3,16,0,0,24,9,0,0,2,26,29,43,0.0,1,46,0.3
2328,date ('2020-08-28 00:00:00'),97,21069,4,13,0,0,25,8,0,0,4,32,33,38,0.0,1,47,0.3
2352,date ('2020-08-29 00:00:00'),98,21068,5,12,0,0,26,8,0,0,4,24,50,27,0.0,1,48,0.3
2376,date ('2020-08-30 00:00:00'),99,21067,5,10,1,0,28,6,0,0,4,31,30,35,0.0,1,49,0.3
2400,date ('2020-08-31 00:00:00'),100,21067,4,9,1,0,30,6,0,0,4,37,28,24,0.0,0,49,0.3
2424,date ('2020-09-01 00:00:00'),101,21067,2,10,2,0,30,6,1,0,4,27,28,38,0.0,0,49,0.3
2448,date ('2020-09-02 00:00:00'),102,21067,2,10,2,0,30,6,1,0,4,33,39,35,0.0,0,49,0.3
2472,date ('2020-09-03 00:00:00'),103,21067,1,11,2,0,30,7,1,0,4,25,31,30,0.0,0,49,0.3
2496,date ('2020-09-04 00:00:00'),104,21067,1,11,2,0,30,7,1,0,4,34,27,30,0.0,0,49,0.3
2520,date ('2020-09-05 00:00:00'),105,21066,2,8,2,0,32,6,1,0,5,30,25,42,0.0,1,50,0.3
2544,date ('2020-09-06 00:00:00'),106,21066,2,7,2,0,33,5,1,0,5,33,37,34,0.0,0,50,0.3
2568,date ('2020-09-07 00:00:00'),107,21065,3,7,2,0,33,5,1,0,5,33,33,27,0.0,1,51,0.3
2592,date ('2020-09-08 00:00:00'),108,21064,4,7,2,0,33,5,1,0,5,44,20,25,0.0,1,52,0.3
2616,date ('2020-09-09 00:00:00'),109,21064,3,7,3,0,33,5,1,0,5,32,40,33,0.0,0,52,0.3
2640,date ('2020-09-10 00:00:00'),110,21064,3,7,2,0,34,5,0,0,5,32,36,33,0.0,0,52,0.3
2664,date ('2020-09-11 00:00:00'),111,21064,2,7,3,0,34,5,0,0,5,34,27,34,0.0,0,52,0.3
2688,date ('2020-09-12 00:00:00'),112,21064,2,7,3,0,34,5,0,0,5,29,35,25,0.0,0,52,0.3
2712,date ('2020-09-13 00:00:00'),113,21064,1,8,3,0,34,6,0,0,5,37,27,25,0.0,0,52,0.3
2736,date ('2020-09-14 00:00:00'),114,21063,1,9,3,0,34,7,0,0,5,43,37,29,0.0,1,53,0.3
2760,date ('2020-09-15 00:00:00'),115,21063,1,9,3,0,34,7,0,0,5,35,33,36,0.0,0,53,0.3
2784,date ('2020-09-16 00:00:00'),116,21062,2,9,3,0,34,7,0,0,5,35,34,32,0.0,1,54,0.3
2808,date ('2020-09-17 00:00:00'),117,21062,0,10,4,0,34,7,0,0,5,31,29,49,0.0,0,54,0.3
2832,date ('2020-09-18 00:00:00'),118,21061,0,8,4,0,36,4,0,0,6,26,31,32,0.0,1,55,0.3
2856,date ('2020-09-19 00:00:00'),119,21060,1,8,4,0,36,4,0,0,6,36,31,36,0.0,1,56,0.3
