cycle,current_date,day_of_simulation,nb_susceptible,nb_exposed,nb_infectious_symptomatic,nb_infectious_asymptomatic,nb_recovered,nb_immune,nb_Qs,nb_Qa,nb_H,nb_D,nb_mask,nb_hand_wash,nb_social_distance,R0,infected_today,tot_infected,semaphore
456,date ('2020-06-11 00:00:00'),19,21106,2,6,1,0,0,2,0,0,0,35,32,26,0.0,0,10,0.3
480,date ('2020-06-12 00:00:00'),20,21106,1,7,1,0,0,2,0,0,0,38,36,38,0.0,0,10,0.3
504,date ('2020-06-13 00:00:00'),21,21105,2,7,1,0,0,2,0,0,0,20,25,28,0.0,1,11,0.3
528,date ('2020-06-14 00:00:00'),22,21105,2,7,1,0,0,2,0,0,0,25,36,25,0.0,0,11,0.3
552,date ('2020-06-15 00:00:00'),23,21104,2,8,1,0,0,3,0,0,0,36,39,33,0.0,1,12,0.3
576,date ('2020-06-16 00:00:00'),24,21103,2,9,1,0,0,3,0,0,0,30,38,26,0.0,1,13,0.3
600,date ('2020-06-17 00:00:00'),25,21103,2,9,1,0,0,3,0,0,0,28,36,38,0.0,0,13,0.3
624,date ('2020-06-18 00:00:00'),26,21103,2,9,1,0,0,3,0,0,0,40,28,36,0.0,0,13,0.3
648,date ('2020-06-19 00:00:00'),27,21103,2,9,1,0,0,3,0,0,0,33,24,32,0.0,0,13,0.3
672,date ('2020-06-20 00:00:00'),28,21102,2,10,1,0,0,4,0,0,0,25,16,33,0.0,1,14,0.3
696,date ('2020-06-21 00:00:00'),29,21101,3,10,1,0,0,4,0,0,0,34,33,36,0.0,1,15,0.3
720,date ('2020-06-22 00:00:00'),30,21101,2,10,1,0,1,3,0,0,0,31,29,32,0.0,0,15,0.3
744,date ('2020-06-23 00:00:00'),31,21100,2,10,0,0,2,4,0,0,1,33,38,38,0.0,1,16,0.3
768,date ('2020-06-24 00:00:00'),32,21100,2,10,0,0,2,4,0,0,1,30,36,42,0.0,0,16,0.3
792,date ('2020-06-25 00:00:00'),33,21098,3,10,1,0,2,4,0,0,1,16,32,34,0.0,2,18,0.3
816,date ('2020-06-26 00:00:00'),34,21098,3,10,1,0,2,4,0,0,1,28,21,27,0.0,0,18,0.3
840,date ('2020-06-27 00:00:00'),35,21098,3,9,1,0,3,4,0,0,1,24,34,33,0.0,0,18,0.3
864,date ('2020-06-28 00:00:00'),36,21098,3,9,1,0,3,4,0,0,1,38,27,39,0.0,0,18,0.3
888,date ('2020-06-29 00:00:00'),37,21098,3,9,1,0,3,4,0,0,1,43,37,31,0.0,0,18,0.3
912,date ('2020-06-30 00:00:00'),38,21098,3,9,1,0,3,4,0,0,1,22,37,32,0.0,0,18,0.3
936,date ('2020-07-01 00:00:00'),39,21097,2,11,1,0,3,4,0,0,1,43,28,28,0.0,1,19,0.3
960,date ('2020-07-02 00:00:00'),40,21097,1,10,0,0,6,3,0,0,1,29,27,35,0.0,0,19,0.3
984,date ('2020-07-03 00:00:00'),41,21097,0,11,0,0,6,3,0,0,1,26,36,33,0.0,0,19,0.3
1008,date ('2020-07-04 00:00:00'),42,21097,0,11,0,0,6,3,0,0,1,38,40,33,0.0,0,19,0.3
1032,date ('2020-07-05 00:00:00'),43,21096,1,10,0,0,7,2,0,0,1,26,35,26,0.0,1,20,0.3
1056,date ('2020-07-06 00:00:00'),44,21095,2,10,0,0,7,2,0,0,1,37,31,21,0.0,1,21,0.3
1080,date ('2020-07-07 00:00:00'),45,21094,3,10,0,0,7,2,0,0,1,35,25,32,0.0,1,22,0.3
1104,date ('2020-07-08 00:00:00'),46,21094,2,11,0,0,7,2,0,0,1,19,25,30,0.0,0,22,0.3
1128,date ('2020-07-09 00:00:00'),47,21093,3,11,0,0,7,2,0,0,1,27,29,28,0.0,1,23,0.3
1152,date ('2020-07-10 00:00:00'),48,21092,4,10,0,0,8,2,0,0,1,33,46,22,0.0,1,24,0.3
1176,date ('2020-07-11 00:00:00'),49,21091,4,11,0,0,8,3,0,0,1,30,31,28,0.0,1,25,0.3
1200,date ('2020-07-12 00:00:00'),50,21090,5,11,0,0,8,3,0,0,1,34,26,32,0.0,1,26,0.3
1224,date ('2020-07-13 00:00:00'),51,21090,2,12,1,0,9,4,1,0,1,35,32,32,0.0,0,26,0.3
1248,date ('2020-07-14 00:00:00'),52,21089,3,11,1,0,10,4,1,0,1,32,22,33,0.0,1,27,0.3
1272,date ('2020-07-15 00:00:00'),53,21089,2,10,2,0,10,4,1,0,2,24,33,25,0.0,0,27,0.3
1296,date ('2020-07-16 00:00:00'),54,21088,3,9,1,0,12,4,1,0,2,31,34,28,0.0,1,28,0.3
1320,date ('2020-07-17 00:00:00'),55,21088,3,9,1,0,12,4,1,0,2,28,38,30,0.0,0,28,0.3
1344,date ('2020-07-18 00:00:00'),56,21088,2,10,1,0,12,5,1,0,2,21,27,38,0.0,0,28,0.3
1368,date ('2020-07-19 00:00:00'),57,21088,1,11,1,0,12,5,1,0,2,42,36,34,0.0,0,28,0.3
1392,date ('2020-07-20 00:00:00'),58,21088,1,11,1,0,12,5,1,0,2,29,27,34,0.0,0,28,0.3
1416,date ('2020-07-21 00:00:00'),59,21087,2,11,1,0,12,5,1,0,2,29,31,31,0.0,1,29,0.3
1440,date ('2020-07-22 00:00:00'),60,21086,3,9,1,0,14,3,1,0,2,31,32,40,0.0,1,30,0.3
1464,date ('2020-07-23 00:00:00'),61,21085,4,9,1,0,14,3,1,0,2,32,39,25,0.0,1,31,0.3
1488,date ('2020-07-24 00:00:00'),62,21084,4,8,1,0,16,3,1,0,2,34,29,38,0.0,1,32,0.3
1512,date ('2020-07-25 00:00:00'),63,21084,3,8,1,0,17,3,1,0,2,23,38,27,0.0,0,32,0.3
1536,date ('2020-07-26 00:00:00'),64,21084,3,8,1,0,17,3,1,0,2,29,29,30,0.0,0,32,0.3
1560,date ('2020-07-27 00:00:00'),65,21084,3,7,1,0,17,3,1,0,3,31,32,34,0.0,0,32,0.3
1584,date ('2020-07-28 00:00:00'),66,21084,1,9,1,0,17,4,1,0,3,32,41,26,0.0,0,32,0.3
1608,date ('2020-07-29 00:00:00'),67,21084,0,10,1,0,17,4,1,1,3,28,37,34,0.0,0,32,0.3
1632,date ('2020-07-30 00:00:00'),68,21084,0,10,1,0,17,4,1,1,3,55,50,47,0.0,0,32,0.3
1656,date ('2020-07-31 00:00:00'),69,21084,0,9,1,0,18,4,1,1,3,63,49,57,0.0,0,32,0.3
1680,date ('2020-08-01 00:00:00'),70,21083,1,9,1,0,18,4,1,1,3,60,48,55,0.0,1,33,0.3
1704,date ('2020-08-02 00:00:00'),71,21082,2,9,1,0,18,4,1,1,3,66,56,47,0.0,1,34,0.3
1728,date ('2020-08-03 00:00:00'),72,21081,2,10,1,0,18,4,1,1,3,61,45,54,0.0,1,35,0.3
1752,date ('2020-08-04 00:00:00'),73,21080,3,9,1,0,19,4,1,1,3,54,51,58,0.0,1,36,0.3
1776,date ('2020-08-05 00:00:00'),74,21079,4,9,1,0,19,4,1,1,3,54,47,43,0.0,1,37,0.3
1800,date ('2020-08-06 00:00:00'),75,21078,5,8,1,0,20,4,1,1,3,67,47,47,0.0,1,38,0.3
1824,date ('2020-08-07 00:00:00'),76,21077,5,9,1,0,20,4,1,1,3,52,59,66,0.0,1,39,0.3
1848,date ('2020-08-08 00:00:00'),77,21077,4,10,1,0,20,5,1,1,3,59,65,51,0.0,0,39,0.3
1872,date ('2020-08-09 00:00:00'),78,21077,3,10,1,0,21,4,1,1,3,48,56,49,0.0,0,39,0.3
1896,date ('2020-08-10 00:00:00'),79,21076,4,9,1,0,22,4,1,1,3,63,42,54,0.0,1,40,0.3
1920,date ('2020-08-11 00:00:00'),80,21076,3,10,1,0,22,5,1,1,3,53,55,53,0.0,0,40,0.3
1944,date ('2020-08-12 00:00:00'),81,21076,1,12,1,0,22,6,1,1,3,51,48,50,0.0,0,40,0.3
1968,date ('2020-08-13 00:00:00'),82,21074,3,12,1,0,22,6,1,1,3,51,61,49,0.0,2,42,0.3
1992,date ('2020-08-14 00:00:00'),83,21074,2,12,1,0,23,6,1,1,3,60,47,59,0.0,0,42,0.3
2016,date ('2020-08-15 00:00:00'),84,21073,3,11,1,0,24,5,1,1,3,44,49,54,0.0,1,43,0.3
2040,date ('2020-08-16 00:00:00'),85,21073,2,11,1,0,25,5,1,1,3,58,47,51,0.0,0,43,0.3
2064,date ('2020-08-17 00:00:00'),86,21072,3,10,1,0,26,4,1,1,3,51,45,46,0.0,1,44,0.3
2088,date ('2020-08-18 00:00:00'),87,21072,2,11,1,0,26,4,1,1,3,37,60,53,0.0,0,44,0.3
2112,date ('2020-08-19 00:00:00'),88,21072,2,11,1,0,26,4,1,1,3,48,53,49,0.0,0,44,0.3
2136,date ('2020-08-20 00:00:00'),89,21071,2,12,1,0,26,5,1,1,3,61,55,43,0.0,1,45,0.3
2160,date ('2020-08-21 00:00:00'),90,21070,3,12,1,0,26,5,1,1,3,45,54,37,0.0,1,46,0.3
2184,date ('2020-08-22 00:00:00'),91,21070,3,12,1,0,26,5,1,1,3,68,54,55,0.0,0,46,0.3
2208,date ('2020-08-23 00:00:00'),92,21069,4,12,1,0,26,5,1,1,3,60,57,45,0.0,1,47,0.3
2232,date ('2020-08-24 00:00:00'),93,21069,4,12,1,0,26,5,1,1,3,55,47,62,0.0,0,47,0.3
2256,date ('2020-08-25 00:00:00'),94,21069,3,13,1,0,26,5,1,1,3,51,41,54,0.0,0,47,0.3
2280,date ('2020-08-26 00:00:00'),95,21068,3,14,1,0,26,5,1,1,3,55,53,55,0.0,1,48,0.3
2304,date ('2020-08-27 00:00:00'),96,21067,4,13,1,0,27,5,1,1,3,43,56,45,0.0,1,49,0.3
2328,date ('2020-08-28 00:00:00'),97,21066,4,14,1,0,27,5,1,1,3,61,55,47,0.0,1,50,0.3
2352,date ('2020-08-29 00:00:00'),98,21066,3,15,1,0,27,5,1,1,3,48,40,55,0.0,0,50,0.3
2376,date ('2020-08-30 00:00:00'),99,21066,2,15,1,0,28,5,1,1,3,58,52,49,0.0,0,50,0.3
2400,date ('2020-08-31 00:00:00'),100,21066,2,15,1,0,28,5,1,1,3,52,45,51,0.0,0,50,0.3
2424,date ('2020-09-01 00:00:00'),101,21065,2,16,1,0,28,5,1,1,3,47,43,49,0.0,1,51,0.3
2448,date ('2020-09-02 00:00:00'),102,21064,3,13,1,0,31,3,1,0,3,48,52,60,0.0,1,52,0.3
2472,date ('2020-09-03 00:00:00'),103,21063,3,14,1,0,31,4,1,0,3,32,27,34,0.0,1,53,0.3
2496,date ('2020-09-04 00:00:00'),104,21063,2,12,1,0,32,4,0,0,5,24,31,30,0.0,0,53,0.3
2520,date ('2020-09-05 00:00:00'),105,21062,3,10,1,0,34,4,0,0,5,26,29,29,0.0,1,54,0.3
2544,date ('2020-09-06 00:00:00'),106,21061,4,10,1,0,34,4,0,0,5,33,37,29,0.0,1,55,0.3
2568,date ('2020-09-07 00:00:00'),107,21061,4,9,1,0,35,3,0,0,5,32,38,34,0.0,0,55,0.3
2592,date ('2020-09-08 00:00:00'),108,21061,1,9,2,0,37,4,0,0,5,32,29,28,0.0,0,55,0.3
2616,date ('2020-09-09 00:00:00'),109,21060,2,8,2,0,38,3,0,0,5,34,28,40,0.0,1,56,0.3
2640,date ('2020-09-10 00:00:00'),110,21059,2,9,2,0,38,3,0,0,5,32,28,39,0.0,1,57,0.3
2664,date ('2020-09-11 00:00:00'),111,21059,2,9,2,0,38,3,0,0,5,36,33,37,0.0,0,57,0.3
2688,date ('2020-09-12 00:00:00'),112,21058,3,8,2,0,39,2,0,0,5,32,46,30,0.0,1,58,0.3
2712,date ('2020-09-13 00:00:00'),113,21057,4,8,2,0,39,2,0,0,5,29,28,35,0.0,1,59,0.3
2736,date ('2020-09-14 00:00:00'),114,21056,5,7,2,0,40,2,0,0,5,38,33,23,0.0,1,60,0.3
2760,date ('2020-09-15 00:00:00'),115,21055,4,9,1,0,41,4,0,0,5,31,29,42,0.0,1,61,0.3
2784,date ('2020-09-16 00:00:00'),116,21054,5,9,1,0,41,4,0,0,5,26,26,37,0.0,1,62,0.3
2808,date ('2020-09-17 00:00:00'),117,21053,6,9,0,0,42,4,0,0,5,34,39,33,0.0,1,63,0.3
2832,date ('2020-09-18 00:00:00'),118,21053,5,10,0,0,42,5,0,0,5,16,31,31,0.0,0,63,0.3
2856,date ('2020-09-19 00:00:00'),119,21052,4,9,1,0,44,6,0,0,5,36,21,29,0.0,1,64,0.3
