cycle,current_date,day_of_simulation,nb_susceptible,nb_exposed,nb_infectious_symptomatic,nb_infectious_asymptomatic,nb_recovered,nb_immune,nb_Qs,nb_Qa,nb_H,nb_D,nb_mask,nb_hand_wash,nb_social_distance,R0,infected_today,tot_infected,semaphore
504,date ('2020-06-13 00:00:00'),21,21106,2,6,0,0,1,3,0,0,0,21,36,32,0.0,0,10,0.3
528,date ('2020-06-14 00:00:00'),22,21105,3,5,0,0,2,3,0,0,0,24,35,33,0.0,1,11,0.3
552,date ('2020-06-15 00:00:00'),23,21104,3,6,0,0,2,4,0,0,0,25,27,28,0.0,1,12,0.3
576,date ('2020-06-16 00:00:00'),24,21104,3,6,0,0,2,4,0,0,0,29,27,35,0.0,0,12,0.3
600,date ('2020-06-17 00:00:00'),25,21103,3,7,0,0,2,5,0,0,0,49,34,29,0.0,1,13,0.3
624,date ('2020-06-18 00:00:00'),26,21103,1,8,0,0,3,5,0,0,0,32,30,30,0.0,0,13,0.3
648,date ('2020-06-19 00:00:00'),27,21103,1,8,0,0,3,5,0,0,0,29,36,38,0.0,0,13,0.3
672,date ('2020-06-20 00:00:00'),28,21103,0,8,1,0,3,5,0,0,0,24,27,27,0.0,0,13,0.3
696,date ('2020-06-21 00:00:00'),29,21102,1,8,1,0,3,5,0,0,0,29,39,28,0.0,1,14,0.3
720,date ('2020-06-22 00:00:00'),30,21101,2,8,1,0,3,5,0,0,0,35,35,32,0.0,1,15,0.3
744,date ('2020-06-23 00:00:00'),31,21100,3,8,1,0,3,5,0,0,0,35,22,33,0.0,1,16,0.3
768,date ('2020-06-24 00:00:00'),32,21099,3,9,1,0,3,6,0,0,0,34,33,28,0.0,1,17,0.3
792,date ('2020-06-25 00:00:00'),33,21099,3,9,1,0,3,6,0,0,0,25,27,29,0.0,0,17,0.3
816,date ('2020-06-26 00:00:00'),34,21098,3,9,1,0,3,6,0,0,1,23,32,32,0.0,1,18,0.3
840,date ('2020-06-27 00:00:00'),35,21098,3,8,1,0,4,5,0,0,1,35,31,27,0.0,0,18,0.3
864,date ('2020-06-28 00:00:00'),36,21098,0,11,1,0,4,6,0,0,1,34,16,36,0.0,0,18,0.3
888,date ('2020-06-29 00:00:00'),37,21098,0,11,1,0,4,6,0,0,1,33,34,31,0.0,0,18,0.3
912,date ('2020-06-30 00:00:00'),38,21097,1,11,1,0,4,6,0,0,1,31,41,24,0.0,1,19,0.3
936,date ('2020-07-01 00:00:00'),39,21096,2,10,1,0,5,5,0,0,1,32,23,28,0.0,1,20,0.3
960,date ('2020-07-02 00:00:00'),40,21096,2,10,1,0,5,5,0,0,1,30,35,42,0.0,0,20,0.3
984,date ('2020-07-03 00:00:00'),41,21096,2,10,1,0,5,5,0,0,1,31,41,36,0.0,0,20,0.3
1008,date ('2020-07-04 00:00:00'),42,21095,3,9,1,0,6,4,0,0,1,36,20,29,0.0,1,21,0.3
1032,date ('2020-07-05 00:00:00'),43,21094,4,9,0,0,7,4,0,0,1,39,38,15,0.0,1,22,0.3
1056,date ('2020-07-06 00:00:00'),44,21093,5,9,0,0,7,4,0,0,1,33,25,33,0.0,1,23,0.3
1080,date ('2020-07-07 00:00:00'),45,21092,6,8,0,0,8,4,0,0,1,32,31,31,0.0,1,24,0.3
1104,date ('2020-07-08 00:00:00'),46,21092,5,9,0,0,8,5,0,0,1,33,33,36,0.0,0,24,0.3
1128,date ('2020-07-09 00:00:00'),47,21091,6,9,0,0,8,5,0,0,1,41,28,42,0.0,1,25,0.3
1152,date ('2020-07-10 00:00:00'),48,21090,6,9,1,0,8,5,1,0,1,31,30,34,0.0,1,26,0.3
1176,date ('2020-07-11 00:00:00'),49,21089,6,10,1,0,8,6,1,0,1,33,32,41,0.0,1,27,0.3
1200,date ('2020-07-12 00:00:00'),50,21088,5,11,2,0,8,7,2,0,1,41,33,27,0.0,1,28,0.3
1224,date ('2020-07-13 00:00:00'),51,21087,4,12,2,0,9,9,2,0,1,33,30,28,0.0,1,29,0.3
1248,date ('2020-07-14 00:00:00'),52,21086,5,11,2,0,10,8,2,0,1,39,42,28,0.0,1,30,0.3
1272,date ('2020-07-15 00:00:00'),53,21085,5,11,3,0,10,8,2,0,1,33,33,29,0.0,1,31,0.3
1296,date ('2020-07-16 00:00:00'),54,21085,5,11,3,0,10,8,2,0,1,25,33,30,0.0,0,31,0.3
1320,date ('2020-07-17 00:00:00'),55,21085,5,10,3,0,11,7,2,0,1,34,30,32,0.0,0,31,0.3
1344,date ('2020-07-18 00:00:00'),56,21085,4,10,3,0,12,7,2,0,1,35,25,37,0.0,0,31,0.3
1368,date ('2020-07-19 00:00:00'),57,21084,4,9,3,0,13,6,2,0,2,40,32,25,0.0,1,32,0.3
1392,date ('2020-07-20 00:00:00'),58,21084,3,9,3,0,14,6,2,0,2,30,27,27,0.0,0,32,0.3
1416,date ('2020-07-21 00:00:00'),59,21082,4,9,3,0,15,5,2,0,2,25,26,34,0.0,2,34,0.3
1440,date ('2020-07-22 00:00:00'),60,21081,4,10,3,0,15,6,2,0,2,33,31,28,0.0,1,35,0.3
1464,date ('2020-07-23 00:00:00'),61,21080,5,10,3,0,15,6,2,0,2,26,35,33,0.0,1,36,0.3
1488,date ('2020-07-24 00:00:00'),62,21080,4,10,2,0,17,7,1,0,2,34,32,35,0.0,0,36,0.3
1512,date ('2020-07-25 00:00:00'),63,21080,1,12,2,0,18,8,1,0,2,31,31,25,0.0,0,36,0.3
1536,date ('2020-07-26 00:00:00'),64,21079,0,13,3,0,18,8,1,0,2,42,30,40,0.0,1,37,0.3
1560,date ('2020-07-27 00:00:00'),65,21078,1,12,3,0,19,7,1,0,2,17,35,36,0.0,1,38,0.3
1584,date ('2020-07-28 00:00:00'),66,21078,1,12,3,0,19,7,1,0,2,17,34,30,0.0,0,38,0.3
1608,date ('2020-07-29 00:00:00'),67,21078,1,12,3,0,19,7,1,0,2,30,33,32,0.0,0,38,0.3
1632,date ('2020-07-30 00:00:00'),68,21078,1,12,3,0,19,7,1,0,2,34,30,42,0.0,0,38,0.3
1656,date ('2020-07-31 00:00:00'),69,21078,1,12,3,0,19,7,1,0,2,33,22,34,0.0,0,38,0.3
1680,date ('2020-08-01 00:00:00'),70,21077,2,12,3,0,19,7,1,0,2,33,36,37,0.0,1,39,0.3
1704,date ('2020-08-02 00:00:00'),71,21077,2,12,3,0,19,7,1,0,2,27,39,35,0.0,0,39,0.3
1728,date ('2020-08-03 00:00:00'),72,21076,3,12,3,0,19,7,1,0,2,24,41,32,0.0,1,40,0.3
1752,date ('2020-08-04 00:00:00'),73,21075,2,12,3,0,19,7,1,0,4,30,48,43,0.0,1,41,0.3
1776,date ('2020-08-05 00:00:00'),74,21075,2,12,3,0,19,7,1,0,4,26,37,36,0.0,0,41,0.3
1800,date ('2020-08-06 00:00:00'),75,21075,2,12,3,0,19,7,1,0,4,24,21,39,0.0,0,41,0.3
1824,date ('2020-08-07 00:00:00'),76,21074,2,13,2,0,20,7,1,0,4,31,34,31,0.0,1,42,0.3
1848,date ('2020-08-08 00:00:00'),77,21073,3,13,2,0,20,7,1,0,4,24,33,29,0.0,1,43,0.3
1872,date ('2020-08-09 00:00:00'),78,21073,3,13,2,0,20,7,1,0,4,37,35,36,0.0,0,43,0.3
1896,date ('2020-08-10 00:00:00'),79,21072,4,13,2,0,20,7,1,0,4,26,28,23,0.0,1,44,0.3
1920,date ('2020-08-11 00:00:00'),80,21072,4,13,2,0,20,7,1,0,4,35,24,35,0.0,0,44,0.3
1944,date ('2020-08-12 00:00:00'),81,21071,5,13,2,0,20,7,1,0,4,29,37,31,0.0,1,45,0.3
1968,date ('2020-08-13 00:00:00'),82,21070,3,15,2,0,20,8,0,0,5,28,35,33,0.0,1,46,0.3
1992,date ('2020-08-14 00:00:00'),83,21069,4,15,2,0,20,8,0,0,5,37,32,25,0.0,1,47,0.3
2016,date ('2020-08-15 00:00:00'),84,21069,3,16,1,0,21,8,0,0,5,37,33,34,0.0,0,47,0.3
2040,date ('2020-08-16 00:00:00'),85,21069,3,16,1,0,21,8,0,0,5,26,29,28,0.0,0,47,0.3
2064,date ('2020-08-17 00:00:00'),86,21068,2,15,2,0,23,7,0,0,5,28,30,36,0.0,1,48,0.3
2088,date ('2020-08-18 00:00:00'),87,21067,1,17,2,0,23,8,0,0,5,33,31,27,0.0,1,49,0.3
2112,date ('2020-08-19 00:00:00'),88,21066,2,17,2,0,23,8,0,0,5,36,34,31,0.0,1,50,0.3
2136,date ('2020-08-20 00:00:00'),89,21066,2,17,2,0,23,8,0,0,5,36,47,32,0.0,0,50,0.3
2160,date ('2020-08-21 00:00:00'),90,21066,2,17,2,0,23,8,0,0,5,41,30,41,0.0,0,50,0.3
2184,date ('2020-08-22 00:00:00'),91,21065,2,17,2,0,24,8,0,0,5,32,44,33,0.0,1,51,0.3
2208,date ('2020-08-23 00:00:00'),92,21064,3,16,2,0,25,8,0,0,5,26,29,33,0.0,1,52,0.3
2232,date ('2020-08-24 00:00:00'),93,21064,3,14,2,0,26,7,0,0,6,38,36,26,0.16666666666666666,0,52,0.3
2256,date ('2020-08-25 00:00:00'),94,21063,3,15,2,0,26,8,0,0,6,24,33,32,0.16666666666666666,1,53,0.3
2280,date ('2020-08-26 00:00:00'),95,21063,2,16,2,0,26,9,0,0,6,23,26,30,0.16666666666666666,0,53,0.3
2304,date ('2020-08-27 00:00:00'),96,21062,3,16,1,0,27,9,0,0,6,36,36,34,0.16666666666666666,1,54,0.3
2328,date ('2020-08-28 00:00:00'),97,21061,4,16,1,0,27,9,0,0,6,40,32,28,0.16666666666666666,1,55,0.3
2352,date ('2020-08-29 00:00:00'),98,21061,4,15,1,0,28,9,0,0,6,34,34,40,0.16666666666666666,0,55,0.3
2376,date ('2020-08-30 00:00:00'),99,21061,4,13,1,0,29,7,0,0,7,43,32,23,0.14285714285714285,0,55,0.3
2400,date ('2020-08-31 00:00:00'),100,21061,4,12,1,0,29,7,0,0,8,33,35,21,0.125,0,55,0.3
2424,date ('2020-09-01 00:00:00'),101,21059,3,15,1,0,29,8,0,0,8,30,26,37,0.125,2,57,0.3
2448,date ('2020-09-02 00:00:00'),102,21059,1,16,2,0,29,9,0,0,8,39,37,33,0.125,0,57,0.3
2472,date ('2020-09-03 00:00:00'),103,21059,1,15,2,0,30,9,0,0,8,39,20,22,0.125,0,57,0.3
2496,date ('2020-09-04 00:00:00'),104,21059,0,16,2,0,30,9,0,0,8,47,25,27,0.125,0,57,0.3
2520,date ('2020-09-05 00:00:00'),105,21059,0,13,2,0,33,8,0,0,8,38,35,39,0.125,0,57,0.3
2544,date ('2020-09-06 00:00:00'),106,21058,1,13,1,0,34,8,0,0,8,26,35,27,0.125,1,58,0.3
2568,date ('2020-09-07 00:00:00'),107,21058,1,13,1,0,34,8,0,0,8,29,26,34,0.125,0,58,0.3
2592,date ('2020-09-08 00:00:00'),108,21057,2,13,1,0,34,8,0,0,8,32,33,25,0.125,1,59,0.3
2616,date ('2020-09-09 00:00:00'),109,21057,2,13,1,0,34,8,0,0,8,34,29,29,0.125,0,59,0.3
2640,date ('2020-09-10 00:00:00'),110,21057,2,13,1,0,34,8,0,0,8,36,32,37,0.125,0,59,0.3
2664,date ('2020-09-11 00:00:00'),111,21056,2,14,1,0,34,9,0,0,8,33,32,40,0.125,1,60,0.3
2688,date ('2020-09-12 00:00:00'),112,21055,3,12,1,0,36,8,0,0,8,28,36,26,0.125,1,61,0.3
2712,date ('2020-09-13 00:00:00'),113,21054,3,12,1,0,37,7,0,0,8,33,39,30,0.125,1,62,0.3
2736,date ('2020-09-14 00:00:00'),114,21053,4,11,1,0,38,7,0,0,8,43,34,28,0.125,1,63,0.3
2760,date ('2020-09-15 00:00:00'),115,21053,2,13,1,0,38,7,0,0,8,28,26,33,0.125,0,63,0.3
2784,date ('2020-09-16 00:00:00'),116,21053,2,10,1,0,41,5,0,0,8,36,36,33,0.125,0,63,0.3
2808,date ('2020-09-17 00:00:00'),117,21053,1,11,1,0,41,6,0,0,8,28,32,25,0.125,0,63,0.3
2832,date ('2020-09-18 00:00:00'),118,21052,1,11,0,0,43,7,0,0,8,35,31,26,0.125,1,64,0.3
2856,date ('2020-09-19 00:00:00'),119,21051,2,10,0,0,44,7,0,0,8,29,26,35,0.125,1,65,0.3
